SYMBOL,degree_centrality_score
DYRK1B,0.052756678551129026
ACTR1A,0.07559551490724951
ANKRD42,0.05565028677724384
CAPZA2,0.04733116312716375
WDFY4,0.07947088306722472
HSD17B1,0.023768924714514545
PPP3CC,0.15594481475740196
OSBPL7,0.019635198677207668
RASAL2,0.03880535317521831
RAPGEF2,0.02500904252570661
RPL22L1,0.047951222032759776
PIK3C2B,0.08799669301917015
RBM12B,0.026972562393427376
SEC23B,0.050948173409807264
VDAC2,0.05714876246576758
ARAP2,0.027747636025422413
PCBP2,0.07296026455846638
PPP2CB,0.11409083862966982
no-symbol,0.08830672247196816
PRKCA,0.07290859298300005
EHD1,0.036583475430165865
RP1,0.02754094972355707
LYN,0.09853769441430268
ATP6V0D1,0.038753681599751975
RAF1,0.10205136154601353
RAB5C,0.06458946933291997
no-symbol,0.0504314576551439
CAPZA1,0.05130987443807162
CD59,0.05167157546633597
FHOD3,0.0189634681961453
RINL,0.010954373998863225
MINDY1,0.01793003668681858
ANKRD20A1,0.041957319278664806
PDC,0.019635198677207668
DIAPH3,0.0410789024957371
CCNA2,0.13853149382524674
ASB7,0.06758642070996744
ADAP2,0.04485092750477962
ROR1,0.05322172273032605
ASB1,0.06298765049346354
DNAJA1,0.07838577998243167
ARHGEF35,0.022115434299591796
EZR,0.08148607451041182
IRAK2,0.05756213506949827
CAMK1G,0.07301193613393273
OSBPL3,0.022632150054255153
PPP1R12B,0.0568904045884359
PIP5K1B,0.042784064486126185
FNBP1,0.04082054461840542
EIF3E,0.06329767994626156
no-symbol,0.091355345424482
ARHGEF18,0.03162300418539761
TCERG1L,0.03100294527980158
BMX,0.04944969772128352
PPP1R16B,0.05053480080607658
ABL1,0.1320208753164884
DIMT1,0.07079005838888028
MCF2L,0.0313129747325996
ANKRD20A4P,0.04185397612773213
no-symbol,0.032604764119257994
ADCY5,0.0882033793210355
AKAP13,0.04366248126905389
EXOC7,0.05456518369245078
AP4E1,0.0366351470056322
TUBB1,0.0640727535782566
GBA2,0.0412339172221361
ANKRD63,0.039012039477083656
ACY3,0.01498475688523743
KLHL9,0.03012452849687387
PKHD1L1,0.021857076422260115
no-symbol,0.03596341652456984
SPTBN5,0.03890869632615098
FOLR1,0.03239807781739265
BMPR2,0.07352865188859609
MAP2K5,0.06768976386090012
KLHL8,0.01012762879140185
AP3S2,0.020926988063866066
ARHGEF12,0.04805456518369245
SIPA1L1,0.028419366506484783
no-symbol,0.03451661241151242
no-symbol,0.0936805663204671
INTS10,0.020565287035601714
RAB33B,0.03787526481682427
ADCY1,0.07740402004857128
VPS35,0.06562290084224667
ANKEF1,0.05017309977781222
GUCY2F,0.051981604919133985
JAK2,0.13723970443858832
PRKAG3,0.06572624399317935
EPHB1,0.0823128197178732
GNAS,0.08965018343409291
GRB2,0.12101482974215884
MSN,0.0659329302950447
STK17B,0.04531597168397664
MYO1A,0.057975507673228954
ANKRD65,0.050069756626879555
EPHB3,0.07482044127525449
PAK6,0.05079315868340826
RAB33A,0.039632098382679684
YTHDF1,0.020978659639332403
PRKAA1,0.09089030124528497
NKPD1,0.039838784684545034
no-symbol,0.041750632976799464
USO1,0.05807885082416163
CENPE,0.07998759882188808
KSR1,0.07135844571900997
EIF5,0.04836459463649047
VPS54,0.027592621299023408
ANKRD26,0.04753784942902909
PIDD1,0.10938872526223324
KIFC1,0.0738386813413941
STK32A,0.04185397612773213
CTNND1,0.05585697307910918
CSNK2A2,0.10091458688575415
FLII,0.05342840903219139
ARHGAP23,0.018911796620678965
CCNA1,0.09517904200899086
FCHO1,0.03487831343977678
CDC42BPG,0.05404846793778742
YTHDF3,0.023665581563581874
TESK2,0.051981604919133985
VAV1,0.07476876969978814
PPP1R12A,0.0876349919909058
TNK1,0.020926988063866066
TFRC,0.10804526430010851
ANKRD44,0.08670490363251175
DYRK3,0.04324910866532321
SSH2,0.04304242236345786
no-symbol,0.05384178163592208
GRM7,0.05192993334366765
TRAPPC10,0.0274376065726244
MYH9,0.10649511703611843
MYLK4,0.03565338707177182
DCLK2,0.045264300108510305
OPALIN,0.049811398749547875
KEAP1,0.06427943988012194
TPM3,0.07425205394512478
TBC1D2B,0.039890456260011364
RBSN,0.03027954322327288
MYO9A,0.07177181832274065
TUBB4B,0.09120033069808298
CAMK1D,0.07306360770939906
no-symbol,0.03973544153361236
HERC3,0.057665478220430944
EXOC5,0.04376582441998657
EPHA4,0.08422466801012762
LOC642929,0.040665529892006405
CCNJL,0.050896501834340926
LDHAL6A,0.03208804836459463
DMP1,0.028005993902754094
KIF4A,0.07063504366248127
MYO5A,0.07848912313336434
SSH3,0.04836459463649047
OSBP2,0.029814499044075852
EXOC2,0.044127525448250916
no-symbol,0.09244044850927505
ARL4C,0.07538882860538418
CPS1,0.05854389500335865
ARHGAP25,0.02469901307290859
GOLGA1,0.02475068464837493
IQGAP2,0.045264300108510305
RPLP1,0.05993902754094972
NCF2,0.06314266521986256
RALY,0.07461375497338914
KIF27,0.04665943264610138
FLT4,0.049036325117552834
no-symbol,0.09404226734873146
IFT88,0.06913656797395752
RAB5A,0.10825195060197386
ZPBP,0.013021237017516663
AGAP9,0.02294217950705317
ARF1,0.11326409342220845
RAB11FIP2,0.02216710587505813
DNM3,0.10044954270655712
FSCN3,0.006613961659691004
PLXNA1,0.03322482302485403
RPL9,0.07554384333178318
ARF3,0.09554074303725521
no-symbol,0.02495737095024027
KLC2,0.05668371828657056
VAMP8,0.05885392445615667
PTGS2,0.11626104479925593
NCF4,0.05833720870149331
FURIN,0.09357722316953444
KLHDC9,0.02469901307290859
DIAPH2,0.04345579496718855
RABAC1,0.02909109698754715
LTK,0.040097142561876714
ARHGDIA,0.05539192889991216
SCAND1,0.019118482922544307
KIF21B,0.0502764429287449
FLNC,0.06613961659691003
CAD,0.06128248850307446
RFXANK,0.05885392445615667
ANKRA2,0.05125820286260528
RIPK4,0.1963519867720767
ILK,0.08329457965173358
KLHL15,0.01715496305482354
no-symbol,0.06526119981398233
DYRK4,0.039218725778949
LEO1,0.06107580220120912
no-symbol,0.0933705368676691
PARK7,0.1251485557794657
APPL1,0.12923061024130625
DLGAP4,0.02666253294062936
SEC24A,0.038236965845088615
DSTYK,0.04671110422156771
BAIAP2L2,0.012762879140184985
KIF17,0.05921562548442102
CTPS2,0.07404536764325945
BAIAP2L1,0.01844675244148194
ATP8B4,0.03916705420348266
DCTN4,0.029401126440345166
PRKACA,0.1480907352865189
UBE2E3,0.09399059577326513
ATP10D,0.030434557949671884
MYO16,0.05208494807006665
ARID4B,0.05673538986203689
RASGEF1B,0.031726347336330285
PLEKHH3,0.04035550043920839
LCK,0.1163643879501886
RNASEL,0.21495375393995764
CHUK,0.09187206117914536
SGTA,0.07110008784167829
no-symbol,0.02232212060145714
AGPAT2,0.04314576551439053
CTNNB1,0.2035343357618974
PRKCQ,0.06789645016276546
PDIA4,0.06670800392703974
GSPT1,0.07244354880380302
ANKDD1A,0.054151811088720095
MYC,0.29902340722368626
no-symbol,0.01741332093215522
ARHGEF37,0.01973854182814034
SMYD4,0.07776572107683563
HACE1,0.16932775280318296
ASB12,0.06675967550250607
FHDC1,0.0443858833255826
MYO9B,0.08153774608587816
PIM2,0.0693949258512892
MYH4,0.06918823954942387
PKN2,0.058905596031623
MAP3K21,0.04748617785356275
ARHGEF11,0.037978607967756935
ASB14,0.0666563323515734
VPS16,0.02728259184622539
GRK5,0.0386503384488193
RER1,0.02712757711982638
EPN2,0.035033328166175784
CYTH2,0.02500904252570661
STYXL1,0.03508499974164212
ANKS1B,0.07611223066191287
TBC1D15,0.03668681858109854
SHROOM2,0.02051361546013538
KIF6,0.05637368883377254
NPRL2,0.016638247300160183
KIF18B,0.05807885082416163
SMAD4,0.10902702423396889
ARHGEF38,0.02201209114865912
NFKBIE,0.07559551490724951
ANKRD53,0.047124476825298404
STK40,0.06293597891799721
SRGAP2C,0.025732444582235312
RAPGEF1,0.0491396682684855
RAB2B,0.07693897586937426
ACTR1B,0.06805146488916447
DAAM2,0.06154084638040614
PKP2,0.03973544153361236
PAK3,0.07203017620007234
TBC1D21,0.02035860073373637
NSDHL,0.034671627137911436
RAB41,0.030692915827003564
ANKRD30B,0.043920839146385574
PDE1B,0.02537074355397096
SPR,0.02010024285640469
DNAJA4,0.057717149795897274
FANK1,0.055288585748979484
ASB4,0.07358032346406242
DLGAP1,0.06510618508758331
ANKRD28,0.05704541931483491
SOD1,0.1459722006923991
CREB3,0.026869219242494705
KIF1A,0.10148297421588384
KDM5A,0.11336743657314112
AP4M1,0.031209631581666925
ACTC1,0.11212731876194905
BET1L,0.02475068464837493
LDB3,0.05435849739058544
SEPTIN2,0.05451351211698444
ARFGEF2,0.047641192579961765
PIP5K1C,0.046091045315971683
FIS1,0.03932206892988167
KIF26A,0.04681444737250039
IRAK4,0.06882653852115951
CYTH4,0.03916705420348266
ZMYND15,0.07750736319950395
KIF5A,0.11347077972407378
USP6NL,0.025060714101172943
DAZAP1,0.03999379941094404
ANKRD23,0.05611533095644086
POTEJ,0.07533715702991785
KALRN,0.045264300108510305
AKT3,0.09936443962176407
TAOK1,0.03689350488296388
MAPK1,0.2430630909936444
JARID2,0.11486591226166486
OSBPL6,0.018291737715082933
RHOB,0.11703611843125097
YIPF6,0.026559189789696687
SPON1,0.07301193613393273
TSSK1B,0.06691469022890507
ESYT2,0.017775021960419572
DUSP9,0.04268072133519351
BMPR1A,0.08608484472691572
FCHO2,0.035291686043507464
TGOLN2,0.0445408980519816
PIK3C3,0.11238567663928073
LSM14A,0.03973544153361236
TUBA1C,0.10246473414974422
RAP1B,0.09874438071616803
ANKRD17,0.07156513202087532
TGFBRAP1,0.04324910866532321
TMED3,0.023923939440913554
no-symbol,0.03379321035498372
SIPA1,0.028471038081951117
VPS41,0.027592621299023408
BLK,0.07234020565287036
UBE2S,0.11600268692192425
ACTR10,0.08029762827468609
IQCB1,0.06216090528600217
LRRK1,0.1290239239394409
UBE2K,0.10541001395132538
SCD,0.06763809228543378
UBE2J1,0.07957422621815739
GUCY1A2,0.06484782721025165
A4GNT,0.009714256187671163
TMPRSS5,0.012142820234588953
EXOC6,0.03756523536402625
UCKL1,0.05461685526791712
KIF20B,0.06980829845501989
DNAJC10,0.10292977832894125
PPP1R27,0.04185397612773213
BOLA2,0.10566837182865706
CCNF,0.08288120704800289
CHM,0.040665529892006405
ARMC2,0.018550095592414613
TNKS2,0.07104841626621196
CLTCL1,0.07022167105875059
CHMP5,0.03126130315713326
DYNC1LI2,0.02821268020461944
MYO7B,0.05647703198470521
NMT1,0.03730687748669457
CKS1B,0.057717149795897274
TRIB1,0.08009094197282075
GRK1,0.031106288430734253
ARFIP2,0.022115434299591796
RAB25,0.09621247351831758
UBE2G1,0.08923681083036222
SYK,0.11796620678964502
UBTF,0.05993902754094972
CCT3,0.0974009197540433
DYRK1A,0.07430372552059113
ACVR1,0.07120343099261096
SYNJ2,0.04753784942902909
NPAT,0.023872267865447216
SRGAP3,0.056838733012969565
PAK4,0.06624295974784271
TMEM60,0.008319123650080092
INSR,0.11646773110112127
MAST1,0.12266832015708158
WAS,0.08355293752906526
no-symbol,0.00986927091407017
MERTK,0.06190254740867049
WDTC1,0.18854957887665993
ARL13B,0.09300883583940474
FNBP1L,0.03668681858109854
no-symbol,0.06133416007854079
GSPT2,0.0646411409083863
WASL,0.06830982276649615
KLHL29,0.03637678912830052
PRSS22,0.019015139771611636
PRKD2,0.017723350384953238
PDLIM7,0.052239962796465665
IQGAP1,0.06836149434196248
ARHGDIB,0.04702113367436573
GRIP1,0.05084483025887459
TMEM116,0.04164728982586679
ASB13,0.06438278303105462
ROR2,0.05513357102258048
TMED9,0.026404175063297678
RASGRP2,0.04371415284452023
RAB8B,0.04423086859918359
ENC1,0.02562910143130264
PLD1,0.07926419676535937
YWHAQ,0.13537952772180023
CNBD2,0.03296646514752235
PLEKHG4,0.01798170826228492
PRKAG2,0.06965328372862088
PI4KA,0.09900273859349971
ANK1,0.09347388001860177
VPS33B,0.030434557949671884
CORO1B,0.04340412339172221
JAK3,0.08427633958559397
DMPK,0.06427943988012194
ITSN2,0.07647393169017723
HSPA5,0.15656487366299798
GNAO1,0.09833100811243735
PRKCI,0.0738386813413941
MSMO1,0.032604764119257994
RAB11B,0.0972459050276443
IQGAP3,0.048726295664754816
BGN,0.07177181832274065
PRKACG,0.1342944246370072
TRRAP,0.12008474138376479
IRAK1,0.09052860021702061
SYNJ1,0.05663204671110422
AGAP2,0.03911538262801633
PLXNB2,0.02692089081796104
PKN1,0.06402108200279026
AMPH,0.0811760450576138
ARL15,0.08024595669921976
ARF4,0.09745259132950963
MAP3K1,0.09507569885805818
TNK2,0.03617010282643518
CLIP4,0.06376272412545858
UBE2D3,0.10081124373482148
RABGGTB,0.03828863742055495
AP1G2,0.028367694931018445
NCKAP1,0.041698961401333126
LMAN1,0.03399989665684907
PPP2R2D,0.051981604919133985
RBM12,0.03384488193045006
no-symbol,0.07575052963364853
ACAP3,0.03813362269415595
NTRK1,0.11207564718648272
CRK,0.06123081692760812
MAGI3,0.09693587557484627
MAP3K11,0.06469281248385263
PIGT,0.019686870252674005
no-symbol,0.04831292306102413
KLHDC2,0.038495323722420295
ELMO1,0.036583475430165865
KIDINS220,0.06660466077610706
MAP2K2,0.08515475636852167
ASAP2,0.037978607967756935
PAX4,0.042008990854131144
RDH8,0.015036428460703766
GIT1,0.04888131039115383
CANX,0.10334315093267193
GNAI2,0.07352865188859609
CD55,0.03399989665684907
PAX8,0.048209579910091456
no-symbol,0.027747636025422413
RPS3A,0.09559241461272154
SPTAN1,0.0601973854182814
ASB5,0.06572624399317935
PAK6,0.05208494807006665
MELK,0.08913346767942955
MAP3K14,0.0808660156048158
LDHA,0.08722161938717511
TPM2,0.07600888751098021
SH3PXD2B,0.06903322482302485
MATK,0.06975662687955356
CRP,0.08536144267038702
MYO1D,0.05916395390895468
MYH7,0.08014261354828708
SPCS3,0.028471038081951117
TRAPPC13,0.006097245905027644
GNA15,0.0727019066811347
USF2,0.03627344597736785
ELMO2,0.03353485247765204
TPM1,0.0854647858213197
DNMBP,0.0445408980519816
ARF6,0.11471089753526585
