SYMBOL,tissue_specificity_score
CDKN3,0.7418940822446519
CDNF,0.7076800755074694
CDO1,0.6132965341951813
CDON,0.7073260332534398
CDPF1,0.8367637985760308
CDPF1P1,0.7024578238822891
CDR2,0.8630096751749862
CDR2-DT,0.8048519885827699
CDR2L,0.6276609785984484
CDRT1,0.024393472859084553
CDRT15,0.2704732054702871
CDRT15L2,0.051646921627746756
CDRT15P1,0.36644593310328855
CDRT15P10,0.7607234654658076
CDRT15P12,0.4792549389014972
CDRT15P14,0.08976734443429968
CDRT15P2,0.0364033160348437
CDRT15P3,0.03460488559263697
CDRT15P6,0.32233554034786027
CDRT15P7,0.7107003355322316
CDRT15P8,0.031187816533348456
CDRT15P9,0.337271597925592
CDRT4,0.13457942499073894
CDRT8,0.29994879413760345
CDS1,0.6430893441305108
CDS2,0.8875032581926421
CDSN,0.09693125819433612
CDT1,0.7559889000768214
CDV3,0.8959286068852055
CDX1,0.26253288888202886
CDX2,0.08517751454625433
CDX4,0.04148496514604916
CDYL,0.8750789985866049
CDYL-AS1,0.7020444804771011
CDYL2,0.8141662052997919
CEACAM1,0.7075939652006191
CEACAM16,0.09939081233016589
CEACAM16-AS1,0.0
CEACAM18,0.04581675705780519
CEACAM19,0.7460474236181297
CEACAM20,0.6807649717706549
CEACAM21,0.6852599541493417
CEACAM22P,0.04714781341109642
CEACAM3,0.38633209603629437
CEACAM4,0.4973425909924749
CEACAM5,0.315239736568634
CEACAM6,0.40559761799305016
CEACAM7,0.22262587773785558
CEACAM8,0.49182211310399226
CEACAMP1,0.1381965318289351
CEACAMP3,0.035251846063702796
CEACAMP5,0.5791412655143061
CEBPA,0.8465888599850071
CEBPA-DT,0.19040474714294742
CEBPB,0.8048269270710794
CEBPB-AS1,0.3725190874023476
CEBPD,0.6976752253383346
CEBPE,0.36294440333829436
CEBPG,0.8755088913180513
CEBPZ,0.8723928309771235
CEBPZOS,0.8899051058032477
CECR2,0.723249529475701
CECR3,0.8897657683199478
CECR7,0.02205636650347209
CECR9,0.433285211484982
CEL,0.6003592723519885
CELA1,0.16982588356592443
CELA2A,0.4301888897436229
CELA2B,0.416454127322229
CELA3A,0.31816458559468375
CELA3B,0.30381569058948066
CELF1,0.9076501517636285
CELF2,0.8611355015428361
CELF2-AS1,0.66547818051977
CELF2-AS2,0.03671861633459317
CELF2-DT,0.026556026757313944
CELF3,0.3546948926975316
CELF4,0.46039783779539667
CELF5,0.33128281505860224
CELF6,0.24497062456668472
CELP,0.5039126795208484
CELSR1,0.6979715086709277
CELSR2,0.7127334547052008
CELSR3,0.7525057033821403
CEMIP,0.6843972362533645
CEMIP2,0.8567802387613914
CEMP1,0.13606837598037813
CENATAC,0.8712364413224268
CENATAC-DT,0.0
CEND1,0.37377157861007515
CENPA,0.5375539831782922
CENPB,0.823391205462308
CENPBD1,0.8183662771611339
CENPBD1P1,0.8697756174391417
CENPC,0.8544385227409527
CENPCP1,0.174344655924923
CENPE,0.7246123058814632
CENPF,0.7303836526475366
CENPH,0.7928756916586303
CENPI,0.7229901906849201
CENPIP1,0.020729861188924947
CENPJ,0.8542990951589662
CENPK,0.7037913685590129
CENPL,0.8238786458789489
CENPM,0.6823849070263088
CENPN,0.8146723513414611
CENPN-AS1,0.7068604572828958
CENPNP1,0.7474101934501871
CENPO,0.8436735474779867
CENPP,0.8355488683642958
CENPQ,0.8005571358001671
CENPS,0.7742263975734277
CENPS-CORT,0.02137875126267197
CENPT,0.8567715443939512
CENPU,0.753582746675743
CENPUP2,0.030551422956383356
CENPV,0.8133948423161681
CENPVL1,0.15097645790082104
CENPVL3,0.05765364737718204
CENPW,0.7682528916099002
CENPX,0.8673203356131556
CEP104,0.8795715285126722
CEP112,0.8035101567374108
CEP120,0.860596409961655
CEP126,0.8047311263238827
CEP128,0.8103323966411478
CEP131,0.7998021532688774
CEP135,0.8267937638284713
CEP152,0.8230738378559335
CEP162,0.8503637541967849
CEP164,0.8657898502040439
CEP164P1,0.6330029404952129
CEP170,0.8558241339556515
CEP170B,0.6850131036555059
CEP170P1,0.5077697206315575
CEP19,0.7943037881551542
CEP192,0.8767310775777625
CEP192-DT,0.0
CEP20,0.8788333413411283
CEP250,0.8804517140281909
CEP250-AS1,0.12586012025948634
CEP290,0.8633662440282106
CEP295,0.8500997068092023
CEP295NL,0.5376265010158062
CEP350,0.8802106550074601
CEP41,0.8473940995593248
CEP43,0.8719384573677579
CEP44,0.8692068025864288
CEP55,0.6182684242701822
CEP57,0.8775020567135801
CEP57L1,0.839267562610025
CEP57L1P1,0.04963747936155771
CEP63,0.8797763655465001
CEP68,0.8753276311798841
CEP70,0.8516975452192127
CEP72,0.8140958667812043
CEP76,0.8496380099546456
CEP78,0.856999977585758
CEP83,0.8576985340720564
CEP83-DT,0.5826343004135192
CEP85,0.8592395162574489
CEP85L,0.8464128804826895
CEP89,0.8763579724974704
CEP95,0.07069504585841646
CEP97,0.8628366585339107
CEPT1,0.8711320891645847
CER1,0.06569372049904143
CERCAM,0.7564149983698027
CERK,0.8828155503386105
CERKL,0.7289779003378949
CERNA1,0.34983374635106834
CERNA2,0.14952733759264292
CERNA3,0.0485229246121518
CEROX1,0.021662742600731644
CERS1,0.378895998665127
CERS2,0.8866124334108682
CERS3,0.47879167246726406
CERS3-AS1,0.0
CERS4,0.808243375046171
CERS5,0.8834590856968353
CERS6,0.8452567512254776
CERS6-AS1,0.39622820340164255
CERT1,0.8848669028450127
CES1,0.5642498910353207
CES1P1,0.28129217866211353
CES1P2,0.13503897509500062
CES2,0.8513490591509545
CES3,0.7102681638976025
CES4A,0.7817353277850263
CES5A,0.17313598500800842
CES5AP1,0.22509274705803173
CETN1,0.0
CETN2,0.8646453024490002
CETN3,0.8335322907470081
CETN4P,0.3721455439447088
CETP,0.5904133814907296
CFAP100,0.34776617263341447
CFAP100-DT,0.2300781495673757
CFAP157,0.6925329656989695
CFAP161,0.5297050947498498
CFAP20,0.8805419195999588
CFAP206,0.01940412796326807
CFAP20DC,0.6927866050888282
CFAP20DC-AS1,0.36021500767375214
CFAP221,0.6526704399988635
CFAP251,0.8019019455249253
CFAP298,0.8499439327036096
CFAP298-TCP10L,0.025527468957923016
CFAP299,0.3776440010579202
CFAP300,0.7172112883830468
CFAP36,0.8646747777791458
CFAP410,0.8103735165035959
CFAP418,0.7949544354217262
CFAP43,0.603112621541299
CFAP44,0.8412591241172382
CFAP44-AS1,0.05943276806985953
CFAP45,0.6643192450161604
CFAP46,0.4899275153789393
CFAP47,0.20020349852022856
CFAP52,0.39142913030109394
CFAP53,0.7096275393799585
CFAP54,0.7788305485657001
CFAP57,0.10098394690834278
CFAP58,0.6434258859934703
CFAP58-DT,0.5579220080022715
CFAP61,0.43833247398698694
CFAP61-AS1,0.7232563297039005
CFAP65,0.33079999767945656
CFAP69,0.7685917499615341
CFAP70,0.7953582739888706
CFAP73,0.5508341379983039
CFAP74,0.6551407598791571
CFAP77,0.19179732172771902
CFAP91,0.6142146459226647
CFAP92,0.7784696420770096
CFAP97,0.862901791513642
CFAP97D1,0.6596115838574251
CFAP97D2,0.1000663520075099
CFAP99,0.2929807601940091
CFB,0.5996633636304073
CFC1,0.14225472333423295
CFD,0.6763908180950101
CFDP1,0.8917718030413517
CFH,0.7321623287376301
CFHR1,0.4521737459892159
CFHR2,0.018831986033730264
CFHR3,0.32225408802441
CFHR4,0.0
CFHR5,0.0
CFI,0.6695834758426972
CFL1,0.9054190959528938
CFL1P1,0.716196525808974
CFL1P2,0.0
CFL1P4,0.10174009423357078
CFL1P5,0.5445478851184319
CFL1P6,0.1007964628182042
CFL1P8,0.11054440072688354
CFL2,0.8460027284965882
CFLAR,0.893002163094173
CFLAR-AS1,0.7760998043078023
CFP,0.7388231115958109
CFTR,0.5224950362675661
CFTR-AS1,0.592856918986025
CGA,0.20006845694046949
CGAS,0.7899274897313192
CGB1,0.20880338924238517
CGB2,0.03893487146025032
CGB3,0.0
CGB5,0.02857777604178957
CGB7,0.28917337150368205
CGB8,0.020001198199104175
CGGBP1,0.8949022968972707
CGN,0.6164339934366964
CGNL1,0.7562233052151581
CGREF1,0.6060039575428308
CGRRF1,0.8627309734995566
CH17-340M24.3,0.7843367621822748
CH25H,0.6128776580737432
CH507-42P11.6,0.5203216909067092
CHAC1,0.6167325957627702
CHAC2,0.7693287661965594
CHAD,0.5287354215058611
CHADL,0.6320978851565974
CHAF1A,0.8542051911630548
CHAF1B,0.8352490656597926
CHAMP1,0.8262565140855961
CHASERR,0.7217885418089864
CHAT,0.10553477668556266
CHCHD1,0.8698687172467922
CHCHD10,0.13746182493457038
CHCHD2,0.902309151290666
CHCHD2P2,0.1294469228821603
CHCHD2P4,0.029721150255197504
CHCHD2P6,0.13880221649171776
CHCHD2P7,0.022650745151836627
CHCHD2P8,0.1368211990738849
CHCHD3,0.8813209405228011
CHCHD3P1,0.732790164117965
CHCHD3P3,0.2424920619986618
CHCHD4,0.834707687248068
CHCHD4P2,0.18184791179241355
CHCHD5,0.8604617746450194
CHCHD6,0.805284080134129
CHCHD7,0.8803563319507324
CHD1,0.8565874260565436
CHD1L,0.8802044595835188
CHD2,0.8963656615644628
CHD3,0.8746317245294553
CHD4,0.8784685227653201
CHD5,0.4693639549775023
CHD6,0.8858193202542569
CHD7,0.8498500803385973
CHD8,0.8994586560995949
CHD9,0.8833365159099006
CHDH,0.7600124216673826
CHEK1,0.8207799806704902
CHEK2,0.8066623435229489
CHEK2P2,0.11628519037653717
CHERP,0.8527332442466817
CHFR,0.8840929288130597
CHGA,0.4119088791683557
CHGB,0.6505370436579055
CHI3L1,0.6635471727295149
CHI3L2,0.6626185239762009
CHIA,0.015322277931965056
CHIAP1,0.12010137969690704
CHIAP2,0.0
CHIAP3,0.027103410063978872
CHIC1,0.820389205344369
CHIC2,0.8534019557825226
CHID1,0.8745766009652725
CHIT1,0.5738596389837132
CHKA,0.8444769831493579
CHKB,0.8330744590727089
CHKB-CPT1B,0.6336359866944596
CHKB-DT,0.6801469375233775
CHL1,0.6132552596738967
CHL1-AS1,0.3101257640592082
CHL1-AS2,0.34739475528189856
CHM,0.8670135250047393
CHML,0.8479573694733821
CHMP1A,0.8841144973411753
CHMP1B,0.33244873316999357
CHMP1B-AS1,0.8179616545342945
CHMP1B2P,0.1296774382022392
CHMP2A,0.8852652986061571
CHMP2B,0.8831314083661563
CHMP3,0.8856587795949424
CHMP4A,0.21478399429787598
CHMP4B,0.8507460198706654
CHMP4BP1,0.7796576858590015
CHMP4C,0.6371382461100129
CHMP5,0.8875115130247229
CHMP5P1,0.11646493334000874
CHMP6,0.8507248393683473
CHMP7,0.8723887719410651
CHN1,0.708375288387804
CHN2,0.7406788048910344
CHN2-AS1,0.0
CHODL,0.5911167167691526
CHODL-AS1,0.029721150255197504
CHORDC1,0.8807713833371512
CHORDC1P1,0.33175922942148794
CHORDC1P4,0.01989377279682114
CHORDC2P,0.22751131980126094
CHP1,0.8811854138133388
CHP1P2,0.8043527181639805
CHP2,0.5547645589134433
CHPF,0.7133149318379548
CHPF2,0.8736350043833209
CHPT1,0.8554547289272978
CHRAC1,0.8748966679328152
CHRD,0.6497827091926313
CHRDL1,0.6217591034088134
CHRDL2,0.4147483035060553
CHRFAM7A,0.5368439713609234
CHRM1,0.3000422904871364
CHRM2,0.3404223174449388
CHRM3,0.7367625447561339
CHRM3-AS1,0.15166525026439226
CHRM3-AS2,0.0
CHRM4,0.47470077065215355
CHRM5,0.4775681544349889
CHRNA1,0.2658427848570374
CHRNA10,0.707889750512891
CHRNA2,0.2198016572592798
CHRNA3,0.5339861211607253
CHRNA4,0.2712982694487468
CHRNA5,0.7230994311286495
CHRNA6,0.15494188466003722
CHRNA7,0.43491145748371773
CHRNA9,0.1395299365795054
CHRNB1,0.8469003314254036
CHRNB2,0.3758392015299501
CHRNB3,0.11274217253140972
CHRNB4,0.615743985790281
CHRND,0.1500974059865945
CHRNE,0.7161807068435035
CHRNG,0.2724866495242664
CHROMR,0.8451782170060695
CHST1,0.5168155207297532
CHST10,0.7713515934377408
CHST11,0.8402197054758633
CHST12,0.8641040699865054
CHST13,0.38931354499424387
CHST14,0.8259020904253316
CHST15,0.7565206556918731
CHST2,0.7828730191575084
CHST3,0.5784441067994263
CHST4,0.17227479692500502
CHST5,0.5962291950170159
CHST6,0.7000293249593101
CHST7,0.7630710008675771
CHST8,0.411576920006286
CHST9,0.45985841025677876
CHSY1,0.8672286929014469
CHSY3,0.5684234479781911
CHTF18,0.8050845584170123
CHTF8,0.8647552880375303
CHTOP,0.8970850740566833
CHUK,0.8793232664165468
CHURC1,0.026121728292480384
CHURC1-FNTB,0.10490490744184156
CIAO1,0.8977058620402761
CIAO2A,0.8574378591559626
CIAO2B,0.8736072812589781
CIAO3,0.8552859202615156
CIAPIN1,0.8892635285035676
CIAPIN1P,0.2448465194582099
CIART,0.707041988102342
CIB1,0.8757770550779286
CIB2,0.7480822244410136
CIB3,0.0
CIB4,0.1312548781175903
CIBAR1,0.7966734170995752
CIBAR1-DT,0.6986934262153054
CIBAR1P1,0.30681880701450415
CIBAR1P2,0.10467578756435547
CIBAR2,0.20136102620509444
CIC,0.8458594461147658
CICP11,0.2762908880652237
CICP13,0.8754061591783827
CICP14,0.8138933752184526
CICP16,0.0
CICP17,0.023687596258560872
CICP18,0.1550086605666423
CICP20,0.6123349117861353
CICP21,0.3712798609589142
CICP22,0.1785391412082472
CICP23,0.037300795675599296
CICP24,0.03226703007925824
CICP25,0.383659775596243
CICP26,0.1391447126923805
CICP27,0.14792771652595393
CICP28,0.6386525467440114
CICP3,0.10598743267170674
CICP4,0.6063989828016423
CICP5,0.19472564991930907
CICP6,0.4529554970926649
CICP8,0.03219165244603861
CICP9,0.04424342616340615
CIDEA,0.31542750820082843
CIDEB,0.598903478944632
CIDEC,0.4081444471831479
CIDECP1,0.8537673843826264
CIITA,0.800414421815944
CILK1,0.8576895445501356
CILP,0.6100038494161568
CILP2,0.5122129941163616
CINP,0.8776693155260729
CIP2A,0.8057710193348199
CIPC,0.8513355444379531
CIR1,0.8812422752349756
CIR1P2,0.6597004627100772
CIRBP,0.898120374431177
CIRBP-AS1,0.49020028035403695
CISD1,0.8370540745354498
CISD2,0.8709124497260825
CISD3,0.6023723501546434
CISH,0.7714032988119467
CISTR,0.08430450434413428
CIT,0.7700426130656893
CITED1,0.35818282540303636
CITED2,0.8367359329726305
CITED4,0.7039347402781218
CIZ1,0.8766672934499623
CKAP2,0.8294375070659933
CKAP2L,0.6072334655014605
CKAP2LP1,0.022650745151836627
CKAP2P1,0.8033353847052221
CKAP4,0.8116640009825195
CKAP5,0.882431867232951
CKB,0.7182944628527671
CKBP1,0.2859450651976182
CKLF,0.7436407531294595
CKLF-CMTM1,0.4923674705399833
CKM,0.4582139471409452
CKMT1A,0.37199542514929296
CKMT1B,0.08122851363022265
CKMT2,0.5832433548763992
CKMT2-AS1,0.6998768891360676
CKS1B,0.8460538422718403
CKS1BP1,0.6031087332948905
CKS1BP7,0.24445083529871237
CKS2,0.7888012787047429
CLASP1,0.8973834134769666
CLASP1-AS1,0.7327723000104085
CLASP2,0.8799464691236288
CLASRP,0.8491170282198498
CLBA1,0.7581888440069416
CLC,0.24612177410001623
CLCA1,0.20499348121404892
CLCA2,0.3669295962874194
CLCA3P,0.05288977301315556
CLCA4,0.39472711324014764
CLCA4-AS1,0.5738508919692171
CLCC1,0.8746158353030168
CLCF1,0.7157299529847674
CLCN1,0.45191400106034996
CLCN2,0.7460964569614907
CLCN3,0.8690741966586236
CLCN3P1,0.029721150255197504
CLCN4,0.666181980650871
CLCN5,0.8172384471419833
CLCN6,0.8638322454795853
CLCN7,0.8511639056435268
CLCNKA,0.46197014747006626
CLCNKB,0.36289259192603196
CLCP1,0.11634868608845339
CLCP2,0.0
CLDN1,0.5042830824910405
CLDN10,0.5756171417177429
CLDN10-AS1,0.08289908937631685
CLDN11,0.7597419991130246
CLDN12,0.7805544827790272
CLDN14,0.16592973120303034
CLDN15,0.8321263745592166
CLDN16,0.5902972454309687
CLDN17,0.060479346184124205
CLDN18,0.4475075967839287
CLDN19,0.4688061763061031
CLDN2,0.3431161070577772
CLDN20,0.455887032797894
CLDN23,0.026121728292480384
CLDN24,0.039202609775011554
CLDN25,0.023687596258560872
CLDN3,0.3361722493159197
CLDN34,0.04372235135025615
CLDN4,0.4763062158924558
CLDN5,0.6130937767529656
CLDN6,0.1519979573402933
CLDN7,0.5753720224465478
CLDN7P1,0.03690704111592524
CLDN8,0.1809665699553723
CLDN9,0.4483200222412015
CLDND1,0.8758520041761031
CLDND2,0.6942513311917332
CLEC10A,0.5096911381286982
CLEC11A,0.752225457899197
CLEC12A,0.5805915559846857
CLEC12A-AS1,0.0965239443626198
CLEC12B,0.33163514662146887
CLEC14A,0.592530580710852
CLEC16A,0.8876843224016605
CLEC17A,0.35841158254926697
CLEC18A,0.5581920852010844
CLEC18B,0.44120813282825966
CLEC18C,0.2859533854648568
CLEC19A,0.0
CLEC1A,0.6204994040241149
CLEC1B,0.310941172010627
CLEC20A,0.05299193718326667
CLEC2A,0.05968202988921212
CLEC2B,0.8018374900408064
CLEC2D,0.8103485354947455
CLEC2L,0.14419326295945645
CLEC3A,0.15572977829437784
CLEC3B,0.5565186414956889
CLEC4A,0.7025651571399979
CLEC4C,0.13478008609122571
CLEC4D,0.38221134763354936
CLEC4E,0.5675889777122374
CLEC4F,0.42634500219449967
CLEC4G,0.4510491449994716
CLEC4GP1,0.2000902397298191
CLEC4M,0.5854038361155464
CLEC4O,0.03481357515373251
CLEC5A,0.2720894527318565
CLEC6A,0.14949892550420674
CLEC7A,0.7501272809784248
CLEC9A,0.5340172580428828
CLECL1,0.49512254307886416
CLGN,0.6703115874479564
CLHC1,0.8316388305581375
CLIC1,0.8622457446079874
CLIC1P1,0.0
CLIC2,0.7456514902134016
CLIC3,0.5547870888328356
CLIC4,0.8281896355391514
CLIC4P1,0.5755782918385166
CLIC4P3,0.2956082168602966
CLIC5,0.6542038231741273
CLIC6,0.5600996513049651
CLINT1,0.8848036472496962
CLIP1,0.8883751738384476
CLIP1-AS1,0.9007950786291173
CLIP2,0.8148270487849708
CLIP3,0.7074725952016021
CLIP4,0.8461618412884985
CLK1,0.8887202211492224
CLK2,0.8697785892986508
CLK2P1,0.157183738123728
CLK3,0.8916295676425153
CLK3P2,0.107472259136835
CLK4,0.8837554340773007
CLLU1,0.7617688428030132
CLLU1-AS1,0.0
CLMAT3,0.030420853660865554
CLMN,0.7556733571721505
CLMP,0.6764172224488642
CLN3,0.8336317534509952
CLN5,0.8583123709822854
CLN6,0.8537417692616857
CLN8,0.8580704064586747
CLNK,0.6697505335030015
CLNS1A,0.8879455087695636
CLOCK,0.8702689285370261
CLP1,0.8482194185674973
CLPB,0.8450597245873912
CLPP,0.875420409530037
CLPS,0.3351471102109502
CLPSL1,0.07215094038506664
CLPSL2,0.06641586225354601
CLPTM1,0.8403950247920441
CLPTM1L,0.8786442562997582
CLPX,0.8963996284997826
CLRN1,0.06816651078412228
CLRN1-AS1,0.2427796579172702
CLRN2,0.0
CLRN3,0.18360151396195057
CLSPN,0.7273966896582438
CLSTN1,0.8489245162319095
CLSTN2,0.7000752708096729
CLSTN2-AS1,0.0
CLSTN3,0.834247649995501
CLTA,0.8781913705685918
CLTB,0.8364977746137728
CLTC,0.8992750359894996
CLTCL1,0.746205977351864
CLTRN,0.5913025075077731
CLU,0.7732801041765616
CLUAP1,0.853045466425523
CLUH,0.8174822678411028
CLUHP3,0.80806296924297
CLUHP6,0.262033016122857
CLUL1,0.39275926907658354
CLVS1,0.6024638399246135
CLVS2,0.3037367250345705
CLYBL,0.8113792896492418
CLYBL-AS2,0.05471014519532158
CMA1,0.31238815434014244
CMAHP,0.8302476236887367
CMAS,0.8584724902794534
CMBL,0.7928344458989298
CMC1,0.8635802479401818
CMC2,0.8687032104719462
CMIP,0.8549477205642643
CMKLR1,0.6580427580697445
CMKLR2,0.4245809582472224
CMPK1,0.8869143609861883
CMPK2,0.7892526471822534
CMSS1,0.8670218072826156
CMTM1,0.7306129378946624
CMTM2,0.4976249787954552
CMTM3,0.8316365452434672
CMTM4,0.7660880040510334
CMTM5,0.5108964976948603
CMTM6,0.8524035211394965
CMTM7,0.8146671145727157
CMTM8,0.7288588233549325
CMTR1,0.8858049672114761
CMTR2,0.8455415418008072
CMYA5,0.6829303856918155
CNBD1,0.03405832872140657
CNBD2,0.6564627499619098
CNBP,0.9074185304021899
CNDP1,0.5835432965966999
CNDP2,0.8817384637700991
CNEP1R1,0.8704347552754682
CNEP1R1P1,0.0
CNFN,0.42925597393281567
CNGA1,0.5150373391588788
CNGA2,0.03453941080995693
CNGA3,0.29479150784167063
CNGA4,0.5402129379798245
CNGB1,0.4428745900837503
CNGB3,0.3314944675954147
CNIH1,0.8880852648251142
CNIH2,0.5654275737995925
CNIH3,0.7580064796959006
CNIH3-AS1,0.06118033862355887
CNIH3-AS2,0.052169239733069306
CNIH4,0.8780560684943275
CNKSR1,0.6776666772268359
CNKSR2,0.6913086580248358
CNKSR3,0.8329428643816909
CNMD,0.22047375101247346
CNN1,0.5766290808751938
CNN2,0.8438001702679775
CNN2P1,0.3047685647916448
CNN2P12,0.033348869634061806
CNN2P3,0.35146674004020007
CNN2P4,0.04096230494043107
CNN2P6,0.0
CNN2P8,0.1134805111515943
CNN2P9,0.6034393461123494
CNN3,0.7728915961046546
CNN3-DT,0.6676707638340428
CNNM1,0.63453468277095
CNNM2,0.8459809949269714
CNNM3,0.8542500063908526
CNNM3-DT,0.039298878191585396
CNNM4,0.8421427075098661
CNOT1,0.8940090091636355
CNOT10,0.8745519492195468
CNOT11,0.8823826351345369
CNOT2,0.8863559135622214
CNOT3,0.8427770560911338
CNOT4,0.8853150971327909
CNOT6,0.8844059956415226
CNOT6L,0.8659444882101974
CNOT6LP1,0.21165534265977792
CNOT7,0.8878626906255187
CNOT8,0.8864314522190144
CNOT9,0.890226270124419
CNP,0.8605803130062146
CNPPD1,0.8850480470318564
CNPY1,0.13711567668576974
CNPY2,0.05775241699025835
CNPY3,0.8755375706075356
CNPY4,0.8525717488189923
CNR1,0.6113225715851686
CNR2,0.6432986681806415
CNRIP1,0.7046103890857893
CNST,0.8756988149285829
CNTD1,0.7130920303278582
CNTF,0.25318698053669586
CNTFR,0.5211365654060185
CNTFR-AS1,0.2447573436494893
CNTLN,0.8069639490389156
CNTN1,0.6026589542381673
CNTN2,0.4447180051572307
CNTN3,0.5222312848510637
CNTN4,0.7102983651253285
CNTN4-AS1,0.5392431591548621
CNTN4-AS2,0.08717984015260027
CNTN5,0.2824548019941908
CNTN6,0.2984031756288291
CNTNAP1,0.746910036014193
CNTNAP2,0.5392151056210245
CNTNAP2-AS1,0.20997872678016494
CNTNAP3,0.6452982012589252
CNTNAP3B,0.6706833666824761
CNTNAP3P1,0.07760461214607084
CNTNAP3P2,0.039488199465645746
CNTNAP3P5,0.07837389732916578
CNTNAP4,0.27509705206898505
CNTNAP5,0.1352856389822823
CNTRL,0.8460421694215942
CNTROB,0.873008423276961
COA1,0.8855099832154782
COA3,0.8622266460949458
COA4,0.873607242349696
COA5,0.8815967284111049
COA6,0.8573714346224128
COA6-AS1,0.24756888966687396
COA7,0.8425733849193168
COA8,0.8351344585337825
COASY,0.8792075865022027
COBL,0.5957719152403722
COBLL1,0.7519923501150744
COCH,0.6849512599789674
COG1,0.8703526049005664
COG2,0.8793033892698565
COG3,0.8878222707273883
COG4,0.8953872705634426
COG5,0.8831715818887325
COG6,0.8734315116344069
COG7,0.8804395889833974
COG8,0.876892814296405
COIL,0.8716700232837611
COILP1,0.5771175115305666
COL10A1,0.43955373341380466
COL11A1,0.484092514520859
COL11A2,0.693134657541864
COL12A1,0.6077919417352707
COL13A1,0.5785641586415521
COL14A1,0.5904478385421655
COL15A1,0.6294543085255994
COL16A1,0.5883553947601705
COL17A1,0.5362125529475864
COL18A1,0.7697383631410595
COL18A1-AS1,0.22180409881803398
COL18A1-AS2,0.04863375865870856
COL19A1,0.5542514140858952
COL1A1,0.6485907611039697
COL1A2,0.6354922976300543
COL20A1,0.2784481285156504
COL21A1,0.5220743296452559
COL22A1,0.5041324405412156
COL23A1,0.6245555389140381
COL24A1,0.7369875349598688
COL25A1,0.6164156280293942
COL25A1-DT,0.49357163688256445
COL26A1,0.3441588998514086
COL27A1,0.7307315114989058
COL28A1,0.7568581413342101
COL2A1,0.317608191035481
COL3A1,0.542071500431622
COL4A1,0.6176021952099431
COL4A2,0.6236649391780892
COL4A2-AS1,0.5926575636546991
COL4A2-AS2,0.20918840336024735
COL4A3,0.6145070820151928
COL4A4,0.6369587289574594
COL4A5,0.6782133740876384
COL4A6,0.48447418182934254
COL5A1,0.691078186477495
COL5A1-AS1,0.1968762093026294
COL5A2,0.7021767114226776
COL5A3,0.6670116067082607
COL6A1,0.6889617637959675
COL6A2,0.7145922779251701
COL6A3,0.7281286552832537
COL6A4P1,0.13202017786355535
COL6A4P2,0.6186191253431469
COL6A5,0.1911017345302617
COL6A6,0.4901079702625625
COL7A1,0.6892317066794551
COL8A1,0.7355404689354323
COL8A2,0.6216694409876986
COL9A1,0.4323532597012737
COL9A2,0.749540203245826
COL9A3,0.6353046973225813
COLCA1,0.8068452529689213
COLCA2,0.5446921516289521
COLEC10,0.20193244203214267
COLEC11,0.4863090844122677
COLEC12,0.7994939214669943
COLGALT1,0.8763020093262386
COLGALT2,0.623717615933275
COLQ,0.7978719982513213
COMETT,0.43791271441386526
COMMD1,0.876876370902535
COMMD10,0.8634579937662793
COMMD2,0.8763308760139464
COMMD3,0.8725785873422167
COMMD3-BMI1,0.6099426585314218
COMMD4,0.8838053455637203
COMMD4P1,0.0
COMMD5,0.8687118462346056
COMMD6,0.8765923212301299
COMMD7,0.8863452110797504
COMMD8,0.8586767862678729
COMMD9,0.8782482264748079
COMP,0.4229678513224504
COMT,0.8727913327046665
COMTD1,0.7514526238928602
COP1,0.8821739642305052
COPA,0.9066031082755989
COPB1,0.8926353651897581
COPB2,0.8911170041166592
COPB2-DT,0.036219804352973006
COPDA1,0.5943530713771907
COPE,0.8834769402537411
COPG1,0.8918913869690005
COPG2,0.8703575360674749
COPRS,0.8038777346174807
COPS2,0.8874519159801242
COPS3,0.890051491764078
COPS4,0.8912534258712388
COPS5,0.9005280331928459
COPS5P2,0.0
COPS6,0.8877000926503392
COPS7A,0.8667871700367207
COPS7B,0.8831708922736287
COPS8,0.8877742275398348
COPS8P2,0.15863802911662106
COPS9,0.8604624923146558
COPZ1,0.8980143815353163
COPZ2,0.6639117726457672
COQ10A,0.8222357946615291
COQ10B,0.8692135449986795
COQ10BP2,0.3225778508945172
COQ2,0.8186309701277961
COQ3,0.8210205889396114
COQ4,0.8731574063613403
COQ5,0.8691104072786332
COQ6,0.8728227936641657
COQ7,0.8703183213602181
COQ7-DT,0.6033516397446832
COQ8A,0.8563138149683394
COQ8B,0.8611048048994907
COQ9,0.8572693745368787
CORIN,0.6267716206590965
CORO1A,0.8150363524888892
CORO1A-AS1,0.6864696838629528
CORO1B,0.8456359585652518
CORO1C,0.8680453745367351
CORO2A,0.7897108410588758
CORO2B,0.5535293484283501
CORO6,0.6836120932494272
CORO7,0.6502098055461119
CORO7-PAM16,0.11275704709819823
CORT,0.07579659661412508
COSMOC,0.15702342049953621
COTL1,0.8570218512840336
COX1,0.8937394607080226
COX10,0.8566172783606547
COX10-AS1,0.2389699558005428
COX11,0.8815853840441883
COX11P1,0.0
COX14,0.8711029585548273
COX15,0.8913738870710329
COX16,0.8479738746199709
COX17,0.8631653821104155
COX18,0.8777472182946618
COX19,0.22102234130019993
COX2,0.8764714199618083
COX20,0.8298683917345846
COX20P1,0.35413632657722716
