SYMBOL,tissue_specificity_score
ACTN1,0.8422437685382361
ACTN1-DT,0.7183497005496092
ACTN2,0.5456011160778792
ACTN3,0.3263041413854839
ACTN4,0.8688214662306267
ACTN4P1,0.15441301054408296
ACTN4P2,0.04361953085528125
ACTR10,0.896998145465399
ACTR1A,0.8935748442077751
ACTR1AP1,0.057959188705336895
ACTR1B,0.8816693824408622
ACTR2,0.8893593261462648
ACTR3,0.8860844477202617
ACTR3B,0.8205911016573332
ACTR3C,0.7771736943860639
ACTR5,0.8543808817229929
ACTR6,0.8730288622596544
ACTR8,0.8797022764851221
ACTRT1,0.019358671627489277
ACTRT2,0.023329268626699262
ACTRT3,0.6416735800168138
ACVR1,0.816596302718381
ACVR1B,0.8386437293181082
ACVR1C,0.6449819064522857
ACVR2A,0.8306031491319733
ACVR2B,0.8446542878022446
ACVR2B-AS1,0.096681264421693
ACVRL1,0.631995624825356
ACY1,0.019554374096475646
ACY3,0.4811227533666339
ACYP1,0.849047063202331
ACYP2,0.8399938509180586
ADA,0.813094822300456
ADA2,0.8360281244568336
ADAD1,0.018562241411234526
ADAD2,0.3800291613622987
ADAL,0.8512659344200776
ADAM10,0.8788649361940547
ADAM11,0.6180819826025298
ADAM12,0.6967551055395319
ADAM15,0.8220128196419808
ADAM17,0.8652059859983587
ADAM18,0.0
ADAM19,0.7907115244392084
ADAM1B,0.6981818901255051
ADAM2,0.02173749178186868
ADAM20,0.5672148381726755
ADAM21,0.40759654277862023
ADAM21P1,0.5190017203997538
ADAM22,0.7686279896536234
ADAM23,0.663409746091669
ADAM28,0.7103096421727797
ADAM29,0.32599653567627407
ADAM30,0.0
ADAM32,0.7930826159336107
ADAM33,0.5500415746128735
ADAM3A,0.5153776388628871
ADAM3B,0.38866865121036576
ADAM5,0.0
ADAM6,0.29655133085137286
ADAM7,0.04373398467873779
ADAM8,0.7815134749205112
ADAM9,0.8376527278380298
ADAMDEC1,0.37224638292675494
ADAMTS1,0.70486244940948
ADAMTS10,0.7349318349192504
ADAMTS12,0.4982093172925647
ADAMTS13,0.7367653100413925
ADAMTS14,0.5500868992542036
ADAMTS15,0.5101501437573479
ADAMTS16,0.44906164752809996
ADAMTS16-DT,0.02137875126267197
ADAMTS17,0.7657330936413198
ADAMTS18,0.40526359584898297
ADAMTS19,0.3698621062843547
ADAMTS19-AS1,0.026121728292480384
ADAMTS2,0.5854601479257421
ADAMTS20,0.0
ADAMTS3,0.5968024759518566
ADAMTS4,0.7813472967777898
ADAMTS5,0.5691029524794259
ADAMTS6,0.7261147305963935
ADAMTS7,0.6124933219719049
ADAMTS7P1,0.023085671977648548
ADAMTS7P3,0.3790590119907786
ADAMTS7P4,0.5653318692066904
ADAMTS8,0.5195307364089091
ADAMTS9,0.6070347758357656
ADAMTS9-AS1,0.5781863726802294
ADAMTS9-AS2,0.8694247115402476
ADAMTSL1,0.5168611687873529
ADAMTSL2,0.6875688318249972
ADAMTSL3,0.8175211693744233
ADAMTSL4,0.7087866319053215
ADAMTSL4-AS1,0.6782123436986291
ADAMTSL4-AS2,0.2047492986421382
ADAMTSL5,0.5938768869580964
ADAP1,0.7276734527721028
ADAP2,0.7328932648645434
ADAR,0.9068594003103843
ADARB1,0.8339633444410686
ADARB2,0.6262053487800798
ADARB2-AS1,0.12573702757862526
ADAT1,0.8691451908000566
ADAT2,0.8412641701831176
ADAT3,0.6603731403215302
ADCK1,0.84119439893074
ADCK2,0.8495851532356955
ADCK5,0.7917468068546138
ADCY1,0.6853236973930692
ADCY10,0.65520366811917
ADCY10P1,0.8333275163340823
ADCY2,0.7074905700922846
ADCY3,0.849285955026267
ADCY4,0.778894464217154
ADCY5,0.5615255873946848
ADCY6,0.7557091711066026
ADCY7,0.810477759950431
ADCY8,0.21510408258143676
ADCY9,0.7785361735269826
ADCYAP1,0.4672704884236595
ADCYAP1R1,0.5073694563407749
ADD1,0.9015357554863749
ADD2,0.7277834679264112
ADD3,0.8816175537080176
ADD3-AS1,0.736104860249988
ADGB,0.19214507066534592
ADGRA1,0.24702181406561274
ADGRA1-AS1,0.17883429247878269
ADGRA2,0.7015534583146299
ADGRA3,0.8042610288282134
ADGRB1,0.6340243976758244
ADGRB2,0.6217146490489682
ADGRB3,0.5133311653960412
ADGRD1,0.6786689646448354
ADGRD1-AS1,0.0
ADGRD2,0.5581242864217094
ADGRE1,0.5236747523528983
ADGRE2,0.75601082127174
ADGRE3,0.34786220820248137
ADGRE4P,0.07934234885248925
ADGRE5,0.8457086995785834
ADGRF1,0.6213810989377733
ADGRF2,0.41939116455864733
ADGRF3,0.7293979594333725
ADGRF4,0.31495206714660084
ADGRF5,0.5981169505317862
ADGRF5-AS1,0.03379399217916834
ADGRF5P1,0.21221751423276114
ADGRF5P2,0.2804459448661196
ADGRG1,0.766029080176731
ADGRG2,0.7595211777458074
ADGRG3,0.5662276355727958
ADGRG4,0.2340192405503997
ADGRG5,0.6261642984578838
ADGRG6,0.6918232326096879
ADGRG7,0.10549758075756865
ADGRL1,0.7832981825069619
ADGRL1-AS1,0.03153209326542594
ADGRL2,0.6241662982735536
ADGRL3,0.5795068805467053
ADGRL3-AS1,0.20952481063328565
ADGRL4,0.5730134754527063
ADGRV1,0.6657838765541775
ADH1A,0.3605550596573439
ADH1B,0.5891752094649089
ADH1C,0.026121728292480384
ADH4,0.33432291478923126
ADH5,0.883762888560558
ADH5P3,0.05442303391315806
ADH5P4,0.18605035507243606
ADH6,0.39030040543990485
ADH7,0.1307925268894461
ADHFE1,0.808124034144907
ADI1,0.8737987956206321
ADIG,0.04133277547464209
ADIPOQ,0.5208065247864678
ADIPOQ-AS1,0.0564499210792091
ADIPOR1,0.8850890689189315
ADIPOR1P2,0.4876867620145142
ADIPOR2,0.8765629876036624
ADIRF-AS1,0.0
ADK,0.8644218066767752
ADM,0.6747434265258313
ADM2,0.6432191465841681
ADM5,0.7171775930191745
ADNP,0.8990633687584656
ADNP-AS1,0.0
ADNP2,0.8776517731622661
ADO,0.8394849792117297
ADORA1,0.49596367987167445
ADORA2A,0.6523623530704771
ADORA2A-AS1,0.6639609541403506
ADORA2B,0.7035255050472977
ADORA2BP1,0.5035360143174201
ADORA3,0.09935524468558155
ADPGK,0.8784617984205875
ADPGK-AS1,0.0
ADPRH,0.7815142206847119
ADPRHL1,0.6642912179784562
ADPRM,0.8402273874063436
ADPRS,0.865536139985434
ADRA1A,0.7240539881738991
ADRA1B,0.46125885257189037
ADRA1D,0.4353255277247793
ADRA2A,0.5452431375996618
ADRA2B,0.7538269830922582
ADRA2C,0.49715270092808184
ADRB1,0.5414574611376577
ADRB2,0.759689080531596
ADRB3,0.19685630608167715
ADRM1,0.8810748926769663
ADSL,0.020989508536632395
ADSS1,0.7408458914900345
ADSS2,0.8855481440787549
ADTRP,0.6401076895609895
AEBP1,0.7392060576944051
AEBP2,0.8758369208990592
AEN,0.8485068129632519
AFAP1,0.7659582741213642
AFAP1-AS1,0.5393194138088394
AFAP1L1,0.6522042948244249
AFAP1L2,0.7402221464226292
AFDN,0.805704292746766
AFDN-DT,0.6319485538436482
AFF1,0.8866716251819423
AFF2,0.6547666783085176
AFF3,0.7850346906291346
AFF4,0.8979233443360572
AFF4-DT,0.06684029221611032
AFG1L,0.8183755774743842
AFG3L1P,0.8666474839769605
AFG3L2,0.8778352061757967
AFM,0.007903984504668449
AFMID,0.8521807595340929
AFP,0.12074183932749716
AFTPH,0.866001442782477
AFTPH-DT,0.741819691477585
AGA,0.862936638628203
AGAP1,0.7033502658322351
AGAP1-IT1,0.6751678314295727
AGAP10P,0.46604186006982706
AGAP12P,0.01930842087684226
AGAP13P,0.14395196733210802
AGAP14P,0.22645952867665997
AGAP2,0.7575789982861992
AGAP2-AS1,0.02205636650347209
AGAP3,0.8130460997991195
AGAP4,0.8207340813879508
AGAP5,0.6833389893021294
AGAP6,0.8418392604486551
AGAP7P,0.02042882297118731
AGAP9,0.8113591332093631
AGBL1,0.48166209736478904
AGBL1-AS1,0.37228746354460895
AGBL2,0.7130562030832229
AGBL3,0.8051527699637883
AGBL4,0.5620841172730464
AGBL4-AS1,0.0
AGBL4-IT1,0.03008393707377499
AGBL5,0.8563599635078493
AGBL5-AS1,0.17862422780167087
AGBL5-IT1,0.48293208152098455
AGER,0.8129043113193941
AGFG1,0.8866414186649418
AGFG2,0.8052505075613907
AGGF1,0.8829095889227978
AGGF1P1,0.40269860496798415
AGGF1P2,0.4774999501391536
AGGF1P3,0.20997075278054522
AGGF1P4,0.49446650250628477
AGGF1P6,0.0447743783539577
AGGF1P7,0.35854356304672197
AGGF1P8,0.16214842649637184
AGK,0.8788211860947904
AGK-DT,0.21640465127586983
AGKP1,0.02285553272173735
AGL,0.8720796111219212
AGMAT,0.6952592379636503
AGMO,0.5330475013592721
AGO1,0.8871560110096369
AGO2,0.8945229359357066
AGO3,0.883340634464079
AGO4,0.8773852536478514
AGPAT1,0.867308504421081
AGPAT2,0.8003345403947288
AGPAT3,0.8535142666337443
AGPAT4,0.8358023235997692
AGPAT5,0.8514795661495794
AGPS,0.8736761141550357
AGR2,0.3185125571564641
AGR3,0.19454509120399643
AGRN,0.7604964101875008
AGRP,0.24358902781641967
AGT,0.5096063287170188
AGTPBP1,0.8582976940114108
AGTR1,0.4757577516996505
AGTR2,0.13402825009771768
AGTRAP,0.8469329652016846
AGXT,0.6175568201606811
AGXT2,0.09378585679084561
AHCTF1,0.8779525427160274
AHCTF1P1,0.7579898053377918
AHCY,0.8811985205331351
AHCYL1,0.8775943439916126
AHCYL2,0.8434605621992164
AHCYP2,0.5547252018874113
AHCYP4,0.09692456568204533
AHDC1,0.8017509383519262
AHI1,0.8592643029288336
AHNAK,0.8633335044549192
AHNAK2,0.6316602596809577
AHR,0.8394330618999033
AHRR,0.7028416614741017
AHSA1,0.8883022704976425
AHSA2P,0.8826037681455182
AHSG,0.2306626609552851
AHSP,0.1701936685105211
AICDA,0.5692069271543346
AIDA,0.8679955685344191
AIDAP1,0.5691739668731436
AIDAP2,0.7334684264819449
AIF1,0.7483603585829207
AIF1L,0.6567200133211399
AIFM1,0.8693307181528681
AIFM2,0.7737433792596021
AIFM3,0.622064516770735
AIG1,0.8448803664767801
AIM2,0.5766995763201556
AIMP1,0.8832346092329477
AIMP2,0.8576668917148844
AIP,0.8827266639341375
AIPL1,0.5857486819275448
AIRE,0.3984066200925379
AIRN,0.3295863179097517
AJAP1,0.5774531746135079
AJM1,0.036427275084262356
AJUBA,0.6505341534691323
AK1,0.7764504969809511
AK2,0.8962824003109316
AK3,0.8783018289995559
AK3P2,0.7277861330014554
AK3P3,0.05826684948825955
AK3P5,0.13043680904559407
AK4,0.788135877503766
AK4P1,0.03297498363170115
AK4P3,0.7769595517660003
AK4P4,0.19265665922962305
AK5,0.6620268034152733
AK6,0.8713270488029748
AK7,0.7765371497742064
AK8,0.6246081462484188
AK9,0.8521494632703761
AKAIN1,0.6031166499527253
AKAP1,0.8327452342222458
AKAP1-DT,0.32754085065654026
AKAP10,0.8888640713894237
AKAP11,0.8790172549340701
AKAP12,0.7295950710800974
AKAP13,0.8785969665732822
AKAP14,0.11661608786175592
AKAP17A,0.8767316776497128
AKAP17BP,0.06372511997614028
AKAP3,0.7108313824591008
AKAP4,0.005664145110822583
AKAP5,0.7874945034719147
AKAP6,0.7565669239253182
AKAP7,0.8423304849596432
AKAP8,0.8886607175250034
AKAP8L,0.879808785093617
AKAP9,0.8826414663619585
AKIP1,0.8609264652608366
AKIRIN1,0.8881682265164798
AKIRIN2,0.8738719084308385
AKNA,0.8517419446364068
AKNAD1,0.6578498334364786
AKR1A1,0.8833627066062515
AKR1B1,0.874472399914841
AKR1B10,0.5120743412479664
AKR1B10P1,0.06586577377954816
AKR1B15,0.7203921753523074
AKR1B1P1,0.2433756346117112
AKR1B1P3,0.04659661970439566
AKR1B1P4,0.7034541540113086
AKR1C1,0.7198889292765712
AKR1C2,0.6541196250873461
AKR1C3,0.7730881721153556
AKR1C4,0.06159289735440876
AKR1C5P,0.03979230368257136
AKR1C6P,0.06899122059952867
AKR1C7P,0.2734696290957509
AKR1C8P,0.02137875126267197
AKR1D1,0.29323675261108706
AKR1D1P1,0.058231154181511924
AKR1E2,0.7273291591081519
AKR7A2,0.8509109876798714
AKR7A2P1,0.3264899492600605
AKR7A2P2,0.054315126346466736
AKR7A3,0.6358243031463525
AKR7L,0.6622731821034425
AKT1,0.8772959325558347
AKT1S1,0.8427763155386049
AKT2,0.882153931744568
AKT3,0.8542453333265282
AKT3-IT1,0.247860500215067
AKTIP,0.8419503808519431
ALAD,0.8611612593341642
ALAS1,0.8592161883361055
ALAS2,0.45848254775078434
ALB,0.5456352482590837
ALCAM,0.8306654782466643
ALDH16A1,0.8516301991206345
ALDH18A1,0.8565711257092053
ALDH1A1,0.7379961354452973
ALDH1A2,0.6474606347897542
ALDH1A3,0.5559419189119997
ALDH1A3-AS1,0.027052305241572205
ALDH1B1,0.7907182381269332
ALDH1L1,0.6550451987971474
ALDH1L1-AS1,0.0371357368487083
ALDH1L1-AS2,0.8544760672943623
ALDH1L2,0.7466981462018427
ALDH2,0.8386956616973887
ALDH3A1,0.45228629346486293
ALDH3A2,0.8406395172849952
ALDH3B1,0.7647155540951867
ALDH3B2,0.28714135806035834
ALDH4A1,0.7633533677873621
ALDH5A1,0.818972932158009
ALDH6A1,0.8626326909638367
ALDH7A1,0.7854955672953393
ALDH7A1P1,0.48086681292828504
ALDH7A1P2,0.030400354732757706
ALDH8A1,0.6961509718177261
ALDH9A1,0.8866838665155791
ALDOA,0.8579210400879351
ALDOAP1,0.6674463000463151
ALDOB,0.4482420830396555
ALDOC,0.8026912009184054
ALG1,0.8477961884970276
ALG10,0.7651769624716076
ALG10B,0.8559533244829517
ALG11,0.543337470192175
ALG12,0.8594717709049968
ALG13,0.8858847807835547
ALG13-AS1,0.4558780310111633
ALG14,0.8602864581970466
ALG14-AS1,0.05512953255907027
ALG1L,0.5555216135920447
ALG1L10P,0.028380763716582935
ALG1L11P,0.03600984185370981
ALG1L12P,0.093885677396909
ALG1L13P,0.13791847019699333
ALG1L14P,0.15556607000390887
ALG1L15P,0.03531067608004168
ALG1L2,0.02205636650347209
ALG1L5P,0.042017199449577936
ALG1L6P,0.4701344869790467
ALG1L7P,0.46272293874723924
ALG1L8P,0.06286274836190975
ALG1L9P,0.0
ALG2,0.865521725882923
ALG3,0.8581638704324028
ALG3P1,0.08743493980012818
ALG5,0.8704580579515533
ALG6,0.8544458820003865
ALG8,0.8721271287848131
ALG9,0.8548828120152636
ALG9-IT1,0.13868504868314935
ALK,0.4222600626219519
ALKAL1,0.1331500019652031
ALKAL2,0.5621749576437683
ALKBH1,0.8579214648041326
ALKBH2,0.8415611702742346
ALKBH3,0.8709794361182936
ALKBH3-AS1,0.5988254891775324
ALKBH4,0.8362786574349683
ALKBH5,0.8941661627685761
ALKBH6,0.7467227802739587
ALKBH7,0.8424235927700102
ALKBH8,0.8422531050026767
ALLC,0.26623770058409346
ALMS1,0.8579464518627857
ALMS1-IT1,0.059821323336211485
ALMS1P1,0.5994345785543441
ALOX12,0.682661025522993
ALOX12-AS1,0.8558259036217167
ALOX12B,0.35097422043099546
ALOX12P1,0.4217006982007
ALOX12P2,0.0289218173458361
ALOX15,0.46368298462018753
ALOX15B,0.5385150009576258
ALOX15P1,0.03804863020915561
ALOX15P2,0.04204552699930819
ALOX5,0.7181284634668674
ALOX5AP,0.7736501039263222
ALOXE3,0.3258685570005516
ALOXE3P1,0.18106970980834391
ALPG,0.06786706611634963
ALPI,0.08395004818263918
ALPK1,0.8299393582537238
ALPK2,0.5163198341057001
ALPK3,0.6987879893654381
ALPL,0.6327199096841604
ALPP,0.44070029883389816
ALS2,0.8757433216067615
ALS2CL,0.719534502073348
ALX1,0.14669581124604736
ALX3,0.09467347918809288
ALX4,0.35141983327677817
ALYREF,0.8778027190126622
AMACR,0.019788756466447066
AMBN,0.0
AMBP,0.36226195434495123
AMBRA1,0.8894969674019574
AMD1,0.8864963510027847
AMD1P1,0.17321534291584628
AMD1P3,0.09172368551691468
AMD1P4,0.3292486581364079
AMDHD1,0.6914150586725551
AMDHD2,0.8215399476602687
AMELX,0.0
AMELY,0.031186776051045917
AMER1,0.8187353818314012
AMER2,0.5373832178980055
AMER3,0.21563821975726927
AMFR,0.8864019955641443
AMH,0.6273424193389924
AMHR2,0.355624506125099
AMIGO1,0.7344292351363065
AMIGO2,0.7651507508155214
AMIGO3,0.22805058046031845
AMMECR1,0.8307085052123827
AMMECR1-IT1,0.18434045611426841
AMMECR1L,0.8738539278671082
AMMECR1LP1,0.8692092881696917
AMN,0.5991909237303538
AMN1,0.8243113047883442
AMOT,0.760918851046236
AMOTL1,0.7877835115351645
AMOTL2,0.5827027789373929
AMPD1,0.32653834899076095
AMPD2,0.8601265315471593
AMPD3,0.8313016342312478
AMPH,0.6559953495239073
AMT,0.7504528465024648
AMTN,0.051054009690505886
AMY1A,0.090668728096165
AMY1B,0.03731832470735219
AMY1C,0.028484836455827445
AMY2A,0.023687596258560872
AMY2B,0.01695707411285341
AMYP1,0.022281384601859466
AMZ1,0.6185150935354342
AMZ2,0.885777459871052
AMZ2P1,0.849051407205267
AMZ2P2,0.0
ANAPC1,0.8707915010205756
ANAPC10,0.850112667566921
ANAPC10P1,0.0
ANAPC11,0.8744389065862626
ANAPC13,0.8821397295283816
ANAPC15,0.8544166639837932
ANAPC16,0.8923437463496509
ANAPC1P1,0.08164583965583538
ANAPC1P2,0.022650745151836627
ANAPC1P4,0.08866871802312626
ANAPC1P5,0.6999296552135846
ANAPC2,0.8408284280398632
ANAPC4,0.8864228219228495
ANAPC5,0.9080076100452265
ANAPC7,0.8921951960810078
ANG,0.6206947244635486
ANGEL1,0.8685052131399785
ANGEL2,0.8879310472727975
ANGPT1,0.7502186508717281
ANGPT2,0.7159981031643634
ANGPT4,0.6246825427715943
ANGPTL1,0.5622327487161997
ANGPTL2,0.5696588342162823
ANGPTL3,0.3183741800180807
ANGPTL4,0.6216142008341943
ANGPTL5,0.3657471559132248
ANGPTL6,0.6211287999932774
ANGPTL7,0.439339682589308
ANGPTL8,0.37662429962033284
ANHX,0.024027880949249902
ANK1,0.7079395463977577
ANK2,0.6600306243501991
ANK2-AS1,0.33648081470791136
ANK3,0.7939903804008219
ANK3-DT,0.16853015377592306
ANKAR,0.8254692807494364
ANKDD1A,0.8203569853087624
ANKDD1B,0.7161183863534198
ANKEF1,0.7326290508047938
ANKFN1,0.46547977700290744
ANKFY1,0.8905066833898307
ANKH,0.8407436771108512
ANKH-DT,0.45577398782172973
ANKHD1,0.8215021716843173
ANKHD1-EIF4EBP3,0.021662742600731644
ANKIB1,0.8901751648830604
ANKK1,0.559369137867581
ANKLE1,0.7557087178284894
ANKLE2,0.8995308195926487
ANKMY1,0.8599084047017582
ANKMY2,0.8713449753606072
ANKRA2,0.8755361902729236
ANKRD1,0.4246850520941351
ANKRD10,0.8956288576546603
ANKRD10-IT1,0.836104107421967
ANKRD11,0.8977873988118712
ANKRD11P1,0.6091126684359972
ANKRD11P2,0.0
ANKRD12,0.8782809751583688
ANKRD13A,0.8828155022940211
ANKRD13B,0.7155775862493962
ANKRD13C,0.8760572088596696
ANKRD13D,0.8655681850673507
ANKRD16,0.8190381123873802
