SYMBOL,onco_driven_score
NPY4R,1
TAF12,1
ZSCAN18,1
WDR91,1
ADRA2B,1
CTSH,1
SEMA6D,1
BHLHE41,1
BMP4,1
DCLK2,1
ATP6V0A4,1
MAGEH1,1
EPHB4,1
SYCP2,1
PRKN,1
CDH12,1
PACRGL,1
RGS4,1
ITGA9,1
IL5,1
SPOCD1,1
MFHAS1,1
IFNA7,1
MGAT4A,1
COG2,1
GABRB1,1
GUCY1A1,1
GABRA1,1
GPC4,1
CYTH1,1
TTC7B,1
NPIPA1,1
MRPS2,1
NUMB,1
CTSE,1
BMP15,1
ATP6V1B1,1
PDGFB,1
KCNG1,1
PLPP3,1
DEFB1,1
KLHL11,1
CD48,1
ZFHX3,1
FGFBP1,1
SLC16A7,1
ATP2A3,1
ZNF43,1
NIFK,1
CTSF,1
DLL3,1
COASY,1
TASL,1
H3C12,1
CORO1A,1
IPCEF1,1
SLC39A3,1
FXYD6,1
CASP5,1
LILRB4,1
CNKSR3,1
CARNMT1,1
ZNF436,1
CROCCP2,1
GP1BB,1
NTN1,1
NOTCH2NLA,1
MLANA,1
CEMIP,1
HTRA1,1
ARHGAP28,1
OSTM1,1
SLC2A5,1
ZNF799,1
VN1R1,1
ACSS1,1
E2F2,1
DYRK2,1
LILRA6,1
TMEM144,1
DOK1,1
TTC21B,1
TRMU,1
BARX1,1
RAB7A,1
RBKS,1
PLAAT3,1
COLEC10,1
HIRA,1
ZNF518B,1
HMHB1,1
EIF5A2,1
KCNA1,1
AQP6,1
GCNT4,1
CCL2,1
PIK3IP1,1
IL11RA,1
OPRK1,1
ITCH,1
GZMM,1
GTF2A2,1
ZFP62,1
NAT2,1
TARBP2,1
MAPT,1
ATG16L1,1
SESN1,1
FAM168A,1
TMCO6,1
TAAR2,1
KCNH7,1
ICAM4,1
KCNF1,1
PIP4K2B,1
ID4,1
TMEM92,1
FCER1A,1
RSPO2,1
SLC2A1,1
NPY1R,1
UPF2,1
MAPK11,1
GSDMD,1
CDH22,1
ORC2,1
YES1,1
GNAL,1
REL,1
ZNF219,1
CDH3,1
CTDP1,1
KIR2DL5A,1
ARHGAP4,1
IL17RB,1
ADAM15,1
SEPTIN6,1
NOL3,1
CIDEB,1
TIRAP,1
CD1C,1
HMGN3,1
SRD5A3,1
GJA4,1
POM121,1
MEGF6,1
DHFR,1
SETD1A,1
EPPK1,1
USP16,1
PALLD,1
ATM,1
EPB41L3,1
HELLS,1
TRAF2,1
IFI6,1
FUT10,1
PFKFB4,1
CDCA4,1
NKX3-1,1
EXOSC5,1
TBKBP1,1
GGTLC1,1
PLK3,1
AHSG,1
DGKZ,1
ANKRD40,1
FRS3,1
HOXC4,1
MTERF3,1
MMP7,1
TMPO,1
CTSK,1
IRS4,1
AKR1C3,1
ZC3HC1,1
PTCD2,1
GALNS,1
STAG3,1
USP33,1
LRCH1,1
PLEKHJ1,1
CCDC26,1
CRYGC,1
AKIP1,1
TUBB3,1
SDR16C5,1
HYAL3,1
PIK3R1,1
OR10J1,1
CTAG2,1
TUFT1,1
OXSM,1
POLL,1
FTH1,1
C10orf95,1
NOC2L,1
CAMP,1
WNT3,1
DPEP1,1
SIM1,1
PDSS1,1
GIMAP6,1
SLC29A1,1
MED4,1
GRID1,1
PHOSPHO2,1
BEST2,1
SHCBP1L,1
IFIH1,1
MOBP,1
PLAT,1
LMNB2,1
AMDHD2,1
GPRC5D,1
DEFB4A,1
NDUFA13,1
CDKN1C,1
ISG15,1
DTNB,1
SAT1,1
ZNF556,1
SOAT2,1
PRELID3B,1
ALDH1B1,1
FTCD,1
CWC22,1
IRX1,1
OGA,1
ITGB2,1
ST8SIA4,1
SPDYE1,1
CYP2A7,1
LAMA1,1
TM4SF20,1
HLA-DPB1,1
GLUL,1
CYP27B1,1
RARA,1
TAF9B,1
MKI67,1
H1-0,1
OPN1SW,1
RETN,1
EPB41L4A-AS1,1
PSIP1,1
ZBED8,1
SYTL2,1
DPM3,1
PRODH,1
SLC17A4,1
RECQL4,1
ABTB2,1
EXD3,1
RHD,1
ARPC3,1
PPP2R5B,1
MOCOS,1
ACADVL,1
ITGA3,1
RIMS2,1
YTHDF3,1
ADGRG1,1
DEPP1,1
SLC12A8,1
ZFAS1,1
ADAM2,1
KMT2D,1
PCDH19,1
SLC26A8,1
FOXH1,1
PDGFRB,1
KCND1,1
ARNTL,1
PEG3,1
HAS1,1
IRAG2,1
RUNX3,1
TXLNGY,1
RIMS3,1
SCML2,1
ENAH,1
RAB11FIP2,1
PKD2L1,1
SMYD5,1
TAF15,1
CHAC1,1
GABBR1,1
CCDC174,1
SLC14A2,1
HOXD11,1
HES1,1
SOX21,1
CCDC187,1
SEMA3B,1
TSPYL1,1
GNPTAB,1
AAAS,1
ENO2,1
REC114,1
HCN2,1
CLEC16A,1
UGP2,1
GAS2,1
ADGRD2,1
GKN1,1
PPP2R3A,1
USP5,1
JDP2,1
PACSIN3,1
TRA2A,1
TLR7,1
H3C4,1
STX7,1
CRYGA,1
IDNK,1
ERG,1
MUC5AC,1
SYNGR3,1
FOXN3,1
ZNF480,1
CBR4,1
EXOC1,1
CXCR3,1
KCNQ1,1
KPNA3,1
USP9X,1
CCDC90B,1
CXXC1P1,1
CEBPA,1
MUC16,1
PDK3,1
H1-2,1
SLC25A23,1
AGT,1
CAND2,1
RPL18AP16,1
TPM1,1
TLR9,1
OPCML,1
UPK3B,1
MAPK6,1
EZH2,1
EPM2AIP1,1
KLK12,1
TBRG4,1
FCGR2B,1
CBLC,1
ZNF154,1
LBP,1
MDM4,1
GAD2,1
FSTL1,1
PDE3A,1
MAP4K4,1
TLE3,1
C3orf14,1
PTPRC,1
THBS3,1
ZFP36,1
APOE,1
IRF4,1
NCOA6,1
MED23,1
RRP9,1
C1QTNF6,1
SOX1,1
FMNL2,1
ENPP1,1
CNTN1,1
SLC25A1,1
MYO5C,1
ANGPTL4,1
HTR1B,1
TRAF3IP2,1
EFNA2,1
MARCKS,1
TDGF1,1
SLC17A1,1
XAGE2,1
FBXO40,1
ARMCX5,1
DAZL,1
TCIRG1,1
ARL4A,1
FAM234B,1
KIAA0040,1
SPAG11A,1
COL26A1,1
CNR2,1
EXOC3,1
RNF227,1
SEZ6L,1
UBXN4,1
IRGC,1
VPS54,1
THY1,1
IFITM10,1
APOBEC3G,1
KAT6B,1
KRT13,1
CYSLTR2,1
SPG21,1
CXCR2,1
AKR1C1,1
ACP3,1
HLA-DQB1,1
DSC1,1
PRR19,1
PTPRVP,1
DNAJC30,1
FGF21,1
OXT,1
METTL5,1
NFKBIE,1
STARD3,1
SAP30,1
H2AC8,1
GADD45GIP1,1
WWOX,1
BHLHE40,1
PLLP,1
FADS3,1
MYH11,1
EIF3J,1
LIMCH1,1
RALY,1
RCAN2,1
VEGFA,1
ERVH48-1,1
KIF3A,1
CALCR,1
MYSM1,1
ZNF280C,1
CACNA1I,1
TRAPPC14,1
PAQR7,1
PCDHGA3,1
TERF2,1
C2CD2L,1
SLC30A3,1
POLD4,1
CXCL16,1
METTL16,1
SCAF4,1
RMND1,1
OGFRL1,1
NOP16,1
PLEKHA4,1
FZD8,1
MTHFR,1
AMPH,1
GPT,1
MRM1,1
DCP2,1
CCDC88C,1
GSR,1
URB1,1
CYP46A1,1
LTC4S,1
H2BC8,1
DENND2D,1
SENP7,1
FLRT3,1
H2AC17,1
DENND1C,1
OLIG2,1
INCENP,1
APBB2,1
CLCN7,1
ADAM11,1
SV2A,1
DCAF13,1
GOLGA2P5,1
HELB,1
CYB561D2,1
TBC1D2B,1
AKAP12,1
FCGBP,1
NAA35,1
TLR5,1
HSPA13,1
ZBTB10,1
AGAP2,1
GLRA2,1
MRPL18,1
ADM2,1
DGKB,1
RBP7,1
NHLH1,1
SERHL,1
PPFIA2,1
OLFM4,1
TMEM186,1
ASPHD1,1
CDK11A,1
SH3GLB2,1
COL8A2,1
COBLL1,1
EAF2,1
CD72,1
SYNJ2,1
OR10H1,1
CDC42EP2,1
DMRT1,1
B3GALNT1,1
LGALS7,1
GDNF,1
FARP2,1
CORO7,1
PI3,1
DKK3,1
SGCD,1
CCDC28A,1
BTN3A3,1
GOLGA2,1
ANKRD36B,1
ARAF,1
PDE7B,1
CDK8,1
KLF8,1
HLA-DOA,1
ACTA2,1
NCF4,1
CARF,1
ACKR3,1
EZR,1
SGPP2,1
FAM110B,1
ZNF529,1
PBX1,1
MBNL3,1
RACGAP1,1
BAAT,1
LINC00937,1
TRIM52,1
MDFI,1
FLCN,1
NEDD4L,1
MXI1,1
PPBP,1
CCDC6,1
ADCY4,1
F3,1
NMRK1,1
COL1A2,1
CWH43,1
SLC26A3,1
DPYS,1
ARHGAP32,1
OR1F1,1
NALF2,1
ABCB9,1
HYAL4,1
E2F8,1
TMEM250,1
WDR5,1
PYY2,1
TAGLN3,1
C11orf80,1
FMR1,1
TECTA,1
CTSLP3,1
ZNF362,1
TMSB4X,1
SQLE,1
RHOV,1
GNL3L,1
MAS1,1
THOP1,1
C16orf89,1
DXO,1
RND1,1
SLC4A5,1
GBP4,1
PRR7,1
PBX4,1
PRKDC,1
GLYCAM1,1
ZNF292,1
KIF16B,1
MOCS2,1
NUAK1,1
ERF,1
CALM1,1
NUP205,1
LMAN2,1
CDH7,1
RUSC1-AS1,1
MYBPH,1
MOK,1
H1-4,1
COL9A2,1
DMD,1
CLIP1,1
MON1A,1
HNF4G,1
PLA2G4A,1
ABCC2,1
PPP1R1A,1
TFIP11,1
RPL37A,1
SLC24A3,1
AP1AR,1
NDST3,1
CPA3,1
MACROD1,1
OR1D2,1
CYP4F12,1
EN2,1
ABI3BP,1
IL17A,1
PSME4,1
TBC1D31,1
VIPR2,1
CSF2,1
ZPBP,1
SMPD2,1
RNLS,1
FKBP9,1
BTN3A2,1
NRP1,1
CAMK4,1
SLC4A4,1
TAS2R7,1
FAM215A,1
WDR33,1
IPO5,1
FRS2,1
ADA2,1
PSME3,1
ZSCAN9,1
OGDHL,1
TTC23,1
SSX3,1
HSPA5,1
PAPPA,1
GSDME,1
SRGAP2C,1
SARS2,1
TOLLIP-DT,1
COPZ2,1
SCARB1,1
MSRB1,1
HBEGF,1
CYP7B1,1
LOC730101,1
XCL1,1
DEFA6,1
GNG12,1
RRM2,1
IFI16,1
PROS1,1
FZD6,1
GCLM,1
TOPBP1,1
LAMTOR3,1
LIN7B,1
PRDM11,1
UGT2B7,1
H2BC10,1
MFSD6,1
TRAPPC3,1
NT5DC2,1
NXT2,1
SLC35D1,1
VPS50,1
BDH1,1
ENDOG,1
NFASC,1
CA6,1
THUMPD1,1
RABEP2,1
MTA1,1
TRH,1
SENP6,1
DELE1,1
HMG20A,1
EDRF1,1
TPM3,1
GPR68,1
STARD8,1
CTNND2,1
H3C8,1
SLC31A1,1
ALAD,1
ST3GAL1,1
BET1,1
FABP7,1
BCL3,1
HMGA2,1
LILRP2,1
DENND4C,1
GCNT3,1
CRHR2,1
SH3YL1,1
RTKN,1
PDYN,1
MTIF2,1
COL10A1,1
PDK4,1
FUT4,1
MT4,1
CNTRL,1
SSTR5,1
VSIG2,1
HLA-DMB,1
AGPAT3,1
NRGN,1
EIF2S3,1
MAGI2,1
SPRY2,1
HJURP,1
RORC,1
THBS2,1
MTUS2,1
UCP3,1
GRM1,1
MANEA,1
PHF11,1
DDIT4,1
GCM2,1
CLIC5,1
TWF2,1
TENT2,1
FGD6,1
BANK1,1
SLC27A3,1
SPINK2,1
OCA2,1
DFFB,1
SRR,1
CHMP2B,1
ALDH4A1,1
FZD7,1
RETREG3,1
DUSP4,1
KIF21B,1
ART5,1
PBX2,1
VASH1,1
APC2,1
DLX2,1
SLC18A1,1
RASGRP1,1
B9D2,1
TYR,1
RGS5,1
IARS1,1
STAT4,1
SLC38A1,1
TEK,1
GATA1,1
LRRC37A2,1
PCGF2,1
CLDN23,1
CD27,1
OXCT2,1
NCAPH,1
SAMD4B,1
GUCA1B,1
ARHGAP35,1
C14orf132,1
SMPDL3B,1
HLA-A,1
ARNT,1
G6PC1,1
PENK,1
ST14,1
RNF139,1
RPRM,1
H2BC21,1
CCDC51,1
GDA,1
BLNK,1
ANK3,1
EIF4E3,1
NFATC2,1
CXCL3,1
DENND5A,1
ANXA11,1
ATP1B1,1
ANKRD33B,1
WASF1,1
NNT,1
PTPRCAP,1
HHLA3,1
SLC5A5,1
CD200,1
PLK2,1
CLDN9,1
GPR162,1
STEAP4,1
LOXL2,1
WBP2,1
VIL1,1
STRBP,1
PRSS16,1
ZNF628,1
GINS3,1
KTI12,1
SLC9A7,1
POU2F3,1
WDR76,1
MZT1,1
PRSS12,1
FAM106A,1
ASPM,1
TP73-AS1,1
GRB7,1
UGCG,1
H2AC15,1
ENO3,1
KIF14,1
FZD10,1
ITGB6,1
FAHD1,1
ADAM10,1
MME,1
NPR1,1
RAD51AP1,1
WSCD2,1
SMAD5,1
FOLH1B,1
COL19A1,1
PITX3,1
SULT1C2,1
WFIKKN1,1
TRAF3,1
LRRC37BP1,1
TFAP2B,1
TRIM41,1
TCF15,1
SHF,1
RET,1
NUFIP1,1
PPP2R3C,1
HOXA7,1
LINC00173,1
TGFB1I1,1
HSPA1B,1
KL,1
STXBP5L,1
ADGRE1,1
DNAJC24,1
RNF2,1
RTN4IP1,1
MS4A6A,1
GRIP2,1
RAB5B,1
HSPBAP1,1
MN1,1
PCSK1,1
HS3ST3A1,1
ARMC2,1
RCBTB2,1
SF3A2,1
PNP,1
KIF1A,1
ATXN7L3,1
NAP1L1,1
ZIC4,1
SLC19A3,1
TMSB15A,1
VAV2,1
CSGALNACT1,1
ZNF629,1
TTLL1,1
MPI,1
TPRA1,1
TEX19,1
SPSB2,1
DPF1,1
SLC1A3,1
HSPA6,1
RNF220,1
PADI2,1
SLC17A5,1
GPR19,1
CERKL,1
PRPF6,1
NOS3,1
HERC6,1
CENPB,1
HLA-DQB2,1
RMI2,1
MSH2,1
SEMA7A,1
MAD2L1,1
METRN,1
ANO7,1
SRPRA,1
NDC1,1
KCNJ16,1
CNN2,1
DYNLL1,1
TNFRSF11B,1
RASIP1,1
ZNF112,1
USP47,1
SLC9A3,1
XPR1,1
CCNT1,1
SNX7,1
NFIB,1
MAMLD1,1
CAPG,1
CDKN2A,1
TUBB6,1
TBX19,1
ROM1,1
FHIP2A,1
PTPRE,1
ZNF695,1
ZNF221,1
UBR3,1
KATNB1,1
EFR3A,1
CEP41,1
CCDC125,1
LRRC34,1
RAB9BP1,1
OFD1,1
SCO2,1
PLSCR1,1
ZNF239,1
CAPN12,1
SLC26A4,1
CRHBP,1
LRRK2,1
NTF4,1
SRRM2,1
TMA16,1
NRARP,1
SEPTIN4,1
RASSF8,1
RRN3,1
MSI1,1
SERPINB8,1
UHRF1BP1L,1
HLA-DOB,1
SH3BP5L,1
PDPN,1
MTR,1
CKMT1A,1
KIF20A,1
HSPB6,1
CCL13,1
GPR37L1,1
PIH1D1,1
JADE2,1
NRCAM,1
JUN,1
GIMAP3P,1
RASL10A,1
PIGW,1
ZCCHC14,1
KLHDC8A,1
PMS1,1
EXOC2,1
BAIAP2,1
FTCDNL1,1
NDUFA5,1
TMEM59L,1
LHX6,1
NCF2,1
PGLYRP1,1
HERC5,1
TAGLN,1
PDE9A,1
SLC1A5,1
GTF3C5,1
MPC1,1
MICAL1,1
CYP11A1,1
SAA3P,1
PPP2R5C,1
ZSCAN16,1
PIK3AP1,1
TRIM25,1
SLC47A1,1
XDH,1
BEST1,1
ALG13,1
ZDHHC23,1
RNASE2,1
IFI30,1
PHGR1,1
VEGFB,1
BTN3A1,1
ZNRD2,1
ACADS,1
KIF22,1
CAPRIN2,1
FCGR2C,1
CXCR1,1
TTC38,1
CFTR,1
DPEP2,1
CHRNG,1
DNAJB4,1
BMP1,1
SOX4,1
ANKRD6,1
SMPX,1
FER,1
BCL7B,1
FBXO24,1
CASQ2,1
FAM50B,1
ITPR1,1
PRADC1,1
PCBP4,1
RAB24,1
LANCL1,1
SAMD10,1
TOX,1
LRRTM2,1
AKR1B10,1
TNFSF15,1
NFKB1,1
SOX9,1
MGA,1
SERPINB2,1
ERO1A,1
PHYH,1
SPC25,1
RPS6KB2,1
FOXB1,1
RAMP1,1
MYBL1,1
TP73,1
MTRES1,1
RHPN1-AS1,1
LMAN1L,1
REX1BD,1
KCNJ4,1
MCUB,1
SERPINB3,1
ATP6V1G2,1
PIM2,1
CHODL,1
TCAP,1
DDX60L,1
COQ8B,1
PHC3,1
RABEPK,1
ERMAP,1
ATP4B,1
TAF4,1
ERC2,1
ANKMY2,1
SLC22A1,1
RAB27B,1
FICD,1
MSRB3,1
DOP1B,1
ANGEL1,1
FBXO27,1
TULP2,1
PNPLA3,1
CARS2,1
NPHS2,1
MTRF1L,1
NPAS1,1
CRABP2,1
PHLPP1,1
SNAPC1,1
LINC00928,1
IGHV1-69,1
ANK1,1
SMPD3,1
CD99L2,1
TNNT1,1
CLDN10,1
MYB,1
PBOV1,1
FLNB,1
CAVIN1,1
WDR45,1
C4BPB,1
KCNV1,1
XRCC1,1
CXCR4,1
ADAM8,1
BRCA2,1
RNF152,1
ARHGAP12,1
ADAM9,1
MS4A2,1
CDC42EP3,1
TTLL3,1
UPK2,1
BRME1,1
PTPRF,1
CLPB,1
WDR47,1
GP9,1
IGFBP3,1
GPR3,1
TMEM79,1
DNAJC15,1
SLC35A1,1
SEMG2,1
RAB3GAP2,1
HMGB3P30,1
MOGAT2,1
HRH3,1
CLIC1,1
E2F6,1
ENDOD1,1
SNAPC4,1
SNORA28,1
CCAR2,1
DYNLT3,1
GNA14,1
HSPA12A,1
NGFR,1
IL4,1
CCT8L2,1
GGCT,1
E2F5,1
IL13RA1,1
SNAP23,1
GPD2,1
ERCC6L,1
AMPD2,1
TNIP1,1
NEK1,1
CRISP2,1
UGT2A3,1
OTUB2,1
MPPE1,1
RASSF1,1
GATA6,1
RPGR,1
DUSP10,1
PINK1,1
SPATS2,1
POLD2,1
SNN,1
RECQL,1
UPK1A,1
ACSBG2,1
NUMA1,1
STAMBP,1
PRRX2,1
PC,1
UXT,1
NEFL,1
RAB9A,1
NID2,1
BTC,1
KCNS1,1
PRKX,1
CRABP1,1
RXYLT1,1
PUM3,1
IL12RB2,1
RSPH6A,1
THAP9,1
OVOL2,1
SNX10,1
CHML,1
CYTH4,1
NR5A2,1
CCDC80,1
LCE2B,1
DGKE,1
CA4,1
ZNF446,1
TACR2,1
NR1H4,1
MICALL2,1
DCC,1
AMIGO2,1
BICD1,1
RRP12,1
CLEC2B,1
GCGR,1
KLHL25,1
C1R,1
TRAF1,1
RXFP1,1
CEND1,1
TLE4,1
NPPB,1
MXRA8,1
SIDT1,1
BANF2,1
MINPP1,1
KRT2,1
PARG,1
DUSP6,1
CEP152,1
KBTBD11,1
N4BP2L1,1
NEDD4,1
AARS1,1
PODN,1
FXR2,1
ITGB1BP1,1
ZNF430,1
STARD3NL,1
BEX4,1
ZHX2,1
ERAP2,1
ADGRL1,1
KRT1,1
GCC2,1
LYRM4,1
IGF1,1
WNT5B,1
GBP1,1
UBN2,1
PHOSPHO1,1
SSTR2,1
DOCK2,1
FXYD2,1
FANCF,1
SLC27A2,1
COL3A1,1
PLTP,1
PLEKHA7,1
DPH1,1
EHHADH,1
COIL,1
KRTAP4-7,1
SLC29A2,1
SLAIN1,1
TMEM187,1
DLC1,1
IQCF1,1
RLBP1,1
TMPRSS5,1
PTDSS2,1
SH3GL3,1
ZBTB32,1
L2HGDH,1
SLC25A47,1
PROX1,1
TCIM,1
GRN,1
CPED1,1
WDR26,1
NUDT6,1
LDLR,1
LINC00662,1
MAP4K3,1
RPA4,1
DPYD,1
WRN,1
SOD3,1
UPB1,1
CWF19L1,1
TIGD1,1
CA3,1
CD300C,1
FGF9,1
TRPM2,1
LCAT,1
PTER,1
CXADR,1
ZNF133,1
ZNF557,1
PLA2G2A,1
TNFAIP3,1
ARHGAP29,1
ARL15,1
PSG7,1
SLC44A1,1
ARL3,1
AUNIP,1
GBA,1
CLK1,1
PSG3,1
SLC25A44,1
SLC6A4,1
ACOXL,1
ZNF385A,1
ZNF771,1
NOXO1,1
SH3BGRL,1
SERPINF1,1
BDKRB1,1
RBBP5,1
STMN3,1
IL36G,1
SYP,1
CCR10,1
MBNL2,1
DCAF1,1
CDH11,1
SLC30A1,1
SERPINA10,1
CAP1,1
ALDH3B2,1
ATP6V1A,1
LTBP3,1
MIS18BP1,1
SCN9A,1
C1orf68,1
INAVA,1
KLHL3,1
OR10H2,1
TRPC6,1
RANBP6,1
PCP4,1
LPAR6,1
PAQR6,1
ZNF107,1
SCAMP1,1
SIX1,1
CUX2,1
CHD8,1
PHOX2B,1
CRYM,1
ZFYVE1,1
DIXDC1,1
TRAF7,1
PLA2G12A,1
OMD,1
CCR8,1
ITPRID2,1
GAL3ST3,1
CPOX,1
ZNF432,1
MRAS,1
CADM1,1
LZTFL1,1
LNPEP,1
MBOAT1,1
ZNF236,1
TACR3,1
HLA-DPA1,1
KMT2E,1
STX2,1
NEURL1,1
PTPRO,1
SLC46A3,1
KRT24,1
EML1,1
GUCY1B2,1
HK3,1
ECHDC3,1
BACH1,1
CRYBA1,1
EEF1A2,1
BCL2L13,1
AKR1E2,1
HPS1,1
PAPLN,1
KLF15,1
BARX2,1
TSFM,1
AQP3,1
CDCA8,1
GPR83,1
NAGPA,1
RPL13P5,1
TMEM140,1
STOM,1
ACADM,1
YPEL1,1
BORCS6,1
NPR2,1
ETNPPL,1
CRX,1
OCLN,1
GCK,1
MYO1E,1
AOPEP,1
TC2N,1
SEMA3A,1
FZD2,1
RAMP2,1
PPY,1
NR3C2,1
HBP1,1
MPIG6B,1
ZBED5,1
PMEL,1
PCDHB1,1
LYVE1,1
ARHGAP5,1
NEFM,1
TPTEP1,1
TNFSF11,1
UTF1,1
APOC1,1
PPIL4,1
AVL9,1
DISP2,1
MEPE,1
FZD4,1
DPY19L2P2,1
LCA5L,1
USP2,1
JCHAIN,1
GDE1,1
NCL,1
SIM2,1
SH3PXD2A,1
CLPX,1
HSPB8,1
CFAP44,1
ACSS3,1
ADORA1,1
RGR,1
MAP2K6,1
PISD,1
PPP4R3B,1
APOB,1
PRDM14,1
CHEK2,1
CLIC4,1
HEATR5A,1
ADAM12,1
CAMK1,1
LMO1,1
ANKMY1,1
EREG,1
CST9,1
OSBP2,1
HSD11B2,1
SAA4,1
LBR,1
FAM118B,1
ZBTB8A,1
STXBP3,1
GJC2,1
FBXL14,1
CCKBR,1
ATIC,1
PHYHIP,1
OXTR,1
TSPO2,1
IL7,1
MTMR11,1
GPAT2,1
YLPM1,1
CYB5B,1
PLIN2,1
TNPO2,1
ESRP1,1
AIPL1,1
FRMD4B,1
PARP12,1
CLP1,1
VWA5A,1
TXLNA,1
CBLL2,1
CCNB2,1
NLRP8,1
OSR2,1
MRTFB,1
AMELX,1
NUP43,1
RNF115,1
CEACAM1,1
SLC2A2,1
VDR,1
ATMIN,1
MAML3,1
NAMPT,1
KRT23,1
DLK1,1
CARD9,1
KLHL29,1
SNX32,1
KTN1,1
SLC15A2,1
XGY2,1
ECPAS,1
KRT75,1
SP2,1
DECR1,1
DNAJA1,1
TENT5A,1
FRAS1,1
HOXD1,1
GPR37,1
HSD17B3,1
MIA,1
KLF3-AS1,1
GNAI2,1
ATP6V1D,1
RAB33B,1
ALDH9A1,1
HNF1A,1
URI1,1
CC2D1A,1
MRAP,1
ZFP36L1,1
CALY,1
ONECUT2,1
RAP2A,1
H2BC5,1
ARPC2,1
SCUBE2,1
NOS1,1
RNF138,1
EPHB6,1
LRP4,1
CEBPB,1
IL13RA2,1
RNF5,1
COL21A1,1
C9orf72,1
EMID1,1
RNF44,1
VPS8,1
P4HA1,1
SLC7A7,1
LINC01124,1
EHMT1,1
SLC26A2,1
ZNF202,1
CERT1,1
NEU3,1
NAV3,1
ZBTB21,1
NPY2R,1
TARBP1,1
ZBED3,1
CHPT1,1
SCCPDH,1
TMED3,1
MBD4,1
SGK1,1
BAZ1A,1
UBD,1
UFSP2,1
PTGIR,1
BIRC2,1
FRMD1,1
H1-10,1
C1orf115,1
GAMT,1
CTRC,1
HSPA1A,1
POLG2,1
TCAF2,1
IFITM1,1
ACAA2,1
NIN,1
GSN,1
MFSD4A,1
TNC,1
SMAD6,1
C16orf74,1
IRX4,1
CYFIP2,1
SCAF11,1
RUFY1,1
CNN3,1
POU4F2,1
CBLL1,1
HCG9,1
CD1B,1
MS4A12,1
CRH,1
NARS1,1
SPTBN4,1
SLC4A2,1
FABP4,1
KCNMB1,1
FAM209A,1
PLA2G10,1
WNT4,1
PSMB9,1
NXF2,1
ASIC1,1
HES6,1
RMDN3,1
EIF2S2,1
CCDC134,1
ETS2,1
PLXNB3,1
QTRT1,1
PALD1,1
DNAJC9,1
C3orf70,1
MFSD5,1
NBEAL2,1
KHDRBS2,1
AOC2,1
ADGRB2,1
CELF4,1
RITA1,1
IL1R1,1
NTRK2,1
SCN10A,1
RAG2,1
COL11A2,1
PPIL2,1
SUOX,1
GALNT5,1
YJU2B,1
MYH7,1
WDR46,1
PNRC1,1
CYB5R1,1
DLEC1,1
HAS2,1
LRRC1,1
PEX11B,1
SRD5A2,1
H2BC14,1
PLAU,1
SLC28A1,1
NUB1,1
SUSD6,1
IL25,1
RREB1,1
SH3D19,1
CCDC85B,1
ANXA10,1
OCEL1,1
STAT5A,1
NDUFAF1,1
TMEM19,1
ACVR2A,1
ODF1,1
BRDT,1
FAT2,1
BACE2,1
STK4,1
CEBPG,1
ENTPD5,1
PTGER3,1
XRCC4,1
DRD4,1
FBXL8,1
SLC35G3,1
ODF2,1
NCBP1,1
APCS,1
FLT3,1
SIPA1,1
ZNHIT6,1
PCSK7,1
DEFA3,1
GNAQ,1
KIAA0408,1
TIA1,1
CIZ1,1
DGKQ,1
KDM5B,1
TRIM10,1
TYW5,1
DYNC2LI1,1
SLC24A5,1
PEX7,1
BBS2,1
H2AC13,1
KLK10,1
PRKAR1A,1
CASC3,1
AGRP,1
ENTPD2,1
EOGT,1
EIF3CL,1
WNT9A,1
TRPM4,1
POLM,1
PTH1R,1
CLCN1,1
PSD3,1
C10orf99,1
C3,1
GAS2L2,1
SAC3D1,1
DNAJC16,1
MMP11,1
THAP10,1
KANK1,1
FAM189B,1
RUNX1T1,1
CR2,1
MFSD2A,1
SOX11,1
H3C3,1
FMN1,1
RAG1,1
SPTB,1
PRSS21,1
CLDN17,1
DUOX2,1
APOBEC3F,1
LIPF,1
LPL,1
PFKM,1
MTHFS,1
TRGV7,1
APOC2,1
MYO7B,1
NPC1L1,1
TBC1D22B,1
CD68,1
SLA,1
CEP55,1
ZNF782,1
STMP1,1
MRPL55,1
SLC49A3,1
PPP2R1A,1
ADAM7,1
JARID2,1
HP1BP3,1
ZWINT,1
SPRR2C,1
DNAJB1,1
FLNA,1
PECAM1,1
S100A7,1
FES,1
MS4A3,1
PRH1,1
IGF2-AS,1
TNFRSF11A,1
FDPS,1
GNA15,1
TMEM266,1
WTAP,1
APOOL,1
BTD,1
MYO1C,1
MESP2,1
CD19,1
GLIPR2,1
BMX,1
MUSTN1,1
PDE6B,1
SP140L,1
GIT2,1
TPM2,1
CLTCL1,1
CHIC2,1
RBM4,1
SIAH2,1
PLA1A,1
RGS16,1
RPL39L,1
TCF7L1,1
MYH2,1
ERCC4,1
ZNF549,1
SLC1A6,1
ORAI2,1
AP3B2,1
SOX15,1
UBA7,1
BAG1,1
CAMK1G,1
MGAT4B,1
FGF18,1
ETNK1,1
DYRK1B,1
NID1,1
MAPRE3,1
DACT1,1
SOCS7,1
ANGPTL7,1
ALPI,1
CYP1A2,1
CCDC86,1
NLGN4Y,1
SLC25A39,1
SLC39A14,1
CAMLG,1
PES1,1
ZDHHC6,1
MUC3A,1
LRRC23,1
