SYMBOL,overall_score,affected_pathway_score,animal_model_score,genetic_association_score,literature_score,rna_expression_score,somatic_mutation_score,druggability_score_smallmolecule,druggability_score_other_modalities,druggability_score_antibody
NF1,0.3467494955177691,0.04354385873877265,0.05504253946358332,0.1389562642163486,0.02720665138855815,1.611456604999336e-05,0.2192180605228113,0.5499999999999999,0.0,0.0
ABCC6,0.22439127414016105,0.07058823529411765,0.08740056218577312,0.1557942052536151,0.016307407335141612,0.0019469707830988886,0.0,0.5,0.0,0.45
AKT2,0.40563021753760137,0.052861317388966884,0.07837532536161272,0.021072239668901302,0.019325122336132525,1.14622139836965e-05,0.2990319865319865,0.6,0.0,0.525
NSDHL,0.2522769705462661,0.0,0.19987810950790053,0.05463501602564103,0.003063652438227556,0.0002857380026322158,0.0,0.5,0.0,0.35
RNASET2,0.18713710102002928,0.0,0.020482659753822702,0.16154898040772947,0.012770501868502595,0.0014352492374130866,0.0,0.0,0.0,0.5666666666666665
SLC24A4,0.1847663406402432,0.019230769230769232,0.10939753946314408,0.0812523520653557,0.0030376230518718733,0.0007855136367590095,0.0,0.0,0.0,0.375
PLOD2,0.2356894273881667,0.03254687339361093,0.017093950793650798,0.1651992814881461,0.022685232931235328,0.004839613275914526,0.0,0.0,0.0,0.375
AFF2,0.1510274968971058,0.0,0.0,0.13666666666666666,0.01762143608683848,0.0013427430806896862,0.0,0.0,0.0,0.0
ALDH4A1,0.18500329293483025,0.0,0.0,0.17142857142857146,0.011221304523744395,0.005459576360432562,0.0,0.30000000000000004,0.0,0.0
AARS1,0.27590880749143715,0.023723613756613755,0.07506419976302194,0.18154605908230656,0.0073986641009362595,0.0006846031494394919,0.0,0.7000000000000002,0.0,0.0
RFXANK,0.3292088881135297,0.0,0.037531481481481485,0.29716614737278885,0.02076557905871504,0.0,0.0,0.0,0.0,0.0
COX6B1,0.2303593602286955,0.10078473841050882,0.05150557638888889,0.07517892691057476,0.00782027777777778,0.003031291095768869,0.0,0.7,0.0,0.7
SAR1B,0.1783334202619906,0.0,0.111770876771269,0.06400769261298356,0.011536581067075708,0.0015271256917129506,0.0,0.0,0.0,0.3999999999999999
POMGNT2,0.5949374320483326,0.0,0.08961708721896368,0.5158500758975391,0.013121953168304362,0.0,0.0,0.0,0.0,0.3499999999999999
DARS2,0.6471464471635299,0.0,0.0,0.6435168087511197,0.005472168304734289,0.0002001577392019549,0.0,0.0,0.0,0.0
CACNA1E,0.21902737825302607,0.023043846068081828,0.06183713221308507,0.11412295968434785,0.011255779769871568,0.002497920083007077,0.0,0.65,0.0,0.3666666666666667
DNAAF1,0.11866506754295535,0.0,0.0,0.09948811854701488,0.013458755350056693,0.006703813579273801,0.0,0.0,0.0,0.375
MSR1,0.2211652403680494,0.08032409847879086,0.0,0.14330906804156987,0.016681877175177225,0.008987588990193598,0.0,0.0,0.0,0.5000000000000001
ADAT3,0.18697120370370374,0.0,0.0,0.16666666666666666,0.02030453703703704,0.0,0.0,0.0,0.0,0.0
CHRM1,0.5008511502421039,0.047405399924248116,0.04948538374926727,0.009512854009112226,0.0059883204067992715,0.004260506745355639,0.0,0.6625,0.0,0.4666666666666666
PTPN12,0.20798313346672376,0.10606279175777596,0.010210329670329673,0.036958090415876166,0.02283678398467057,0.0016058585643924346,0.06593406593406594,0.4749999999999999,0.0,0.09999999999999998
SNX27,0.19164284435358675,0.0,0.04199051075191783,0.13671503011738098,0.019477594644434423,0.0015013413909684009,0.0,0.0,0.0,0.3999999999999999
TRIM22,0.06550140533711171,0.0031339285714285714,0.0,0.03493815235221985,0.025303961391623195,0.008319085991343931,0.0,0.0,0.0,0.0
KCNH5,0.4316115865928001,0.016656341218404962,0.005723174603174603,0.1086607752811341,0.006207319437740481,0.002997942723380504,0.0,0.6499999999999999,0.0,0.5
KCTD19,0.2068837724701111,0.0,0.1076076346128684,0.10367225678042136,0.0002536585365853659,0.0009703444914555162,0.0,0.0,0.0,0.0
MPZL2,0.09735947381873801,0.0,0.019559057755775586,0.06486386834353831,0.010515700153718478,0.004859118102567122,0.0,0.0,0.0,0.3500000000000001
PDHA2,0.5140672980317804,0.0,0.0,0.5099142424762249,0.010573055555555556,0.0,0.0,0.0,0.0,0.0
RPL14,0.11642099667204507,0.03571428571428571,0.0,0.0698568914109943,0.00993371879107802,0.0030833541347098288,0.0,0.6749999999999999,0.0,0.8999999999999998
CCK,0.057816397806862325,0.013462414027438646,0.0,0.008278277823477006,0.03648267874069792,0.0013072754441774599,0.0,0.0,0.0,0.4666666666666667
GRB10,0.19344533576735165,0.0367340935464978,0.03701886689180983,0.11928304219914905,0.006125256547612095,0.0016535328122287824,0.0,0.4,0.0,0.6500000000000004
TMBIM4,0.09974969373638644,0.0,0.0,0.08656803169458431,0.012249753311864288,0.0009777420632712077,0.0,0.0,0.0,0.35000000000000003
CXCR1,0.12368160723499455,0.034267063433400864,0.020641639296296296,0.03323652273417633,0.02761658120330092,0.002233131167786263,0.0,0.6333333333333332,0.0,0.4666666666666667
TMEM245,0.061846661283644765,0.0,0.0,0.06048136098368385,0.0008111111111111112,0.0006842909523305285,0.0,0.0,0.0,0.225
CLSTN2,0.04400866766596993,0.0,0.01702727980992137,0.013603187358518957,0.012627601785342168,0.0015983378674419705,0.0,0.0,0.0,0.375
USP10,0.525890233942651,0.1880223724145031,0.0,0.33676458874675963,0.0,0.0011032727813883487,0.0,0.0,0.0,0.0
ACOT12,0.1689699875008098,0.0,0.0,0.1479566947077399,0.011514436319764846,0.010943856473305076,0.0,0.55,0.0,0.0
CLECL1,0.05419543996675137,0.0,0.0,0.052997907736200216,0.00010721649484536084,0.0010903157357057887,0.0,0.0,0.0,0.4500000000000001
MPPE1,0.2507149192492116,0.0,0.0,0.2448677718639373,0.005200000000000001,0.0006471473852741803,0.0,0.0,0.0,0.35
SP100,0.17318294397777545,0.14022332033286167,0.0,0.018117583151591028,0.017245910734830956,0.004046933290517614,0.0,0.7000000000000002,0.0,0.0
UBE2W,0.18908407597289964,0.013157894736842105,0.1368281503468548,0.032747557392202274,0.003615789473684211,0.0030978419180531,0.0,0.0,0.0,0.0
SESN2,0.11472496405420984,0.052837657403390886,0.035359072810804894,0.002281310505100659,0.030077191594875888,0.0006060979713314233,0.0,0.7000000000000002,0.0,0.0
ZGPAT,0.09049721591777052,0.0,0.01277323154446964,0.0755107112278425,0.006018051451356702,0.0,0.0,0.0,0.0,0.6500000000000001
HERC4,0.21208650130837506,0.04901960784313725,0.04639736231770486,0.1055034283537291,0.019622650468772,0.0006004737720546867,0.0,0.0,0.0,0.0
PFAS,0.13496032713371872,0.017968558219178084,0.06382901686152871,0.038878897947785165,0.015032646398790516,0.0003869639986463042,0.0,0.0,0.0,0.0
KRT7,0.06471197392840054,0.021569650440540256,0.015324115784829347,0.0,0.029219884528231863,0.0018485796776813038,0.0,0.7000000000000002,0.0,0.0
CFAP97D2,0.35844906673625754,0.0,0.0,0.3572877009399235,0.0,0.0011613657963339835,0.0,0.0,0.0,0.0
LGALS8,0.10252740836531543,0.0,0.04575418034298713,0.027249470893894474,0.030507621086015863,0.00033608607708628867,0.0,0.675,0.0,0.1
FGF11,0.14563622557595896,0.0400185846268581,0.07424568055555555,0.02455358559834874,0.00807102238033031,0.001813,0.0,0.0,0.0,0.3
KIF24,0.11287419783975645,0.0,0.0,0.10458688052105053,0.007246031746031747,0.0010412855726741603,0.0,0.0,0.0,0.0
CES5A,0.1391038249279164,0.0,0.0,0.1199141235019152,0.014563572649572653,0.004626128776428564,0.0,0.29999999999999993,0.0,0.375
IL17B,0.1784772150625761,0.0,0.13727314538535634,0.032172695640627864,0.012146844397403656,0.00012551593916917234,0.0,0.0,0.0,0.375
RAB1A,0.12420579451382315,0.019365693765486053,0.0,0.08819176753827243,0.02025268797839052,0.0002831281694899978,0.0,0.7000000000000002,0.0,0.0
TRIM5,0.08026741357459312,0.0,0.014354970370370371,0.04598884542721887,0.01985034813694129,0.002412281796656202,0.0,0.0,0.0,0.0
KRTAP19-2,0.5152973501048624,0.5152973501048624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NXPH3,0.05835473867972036,0.0,0.0,0.041692480755349,0.01000339417989418,0.006658863744477193,0.0,0.0,0.0,0.4499999999999999
CENPP,0.1248823980329823,0.0,0.0,0.11711815764610135,0.006268436507936509,0.0014958038789444307,0.0,0.0,0.0,0.0
DALRD3,0.1544684646101071,0.0,0.09565610207715726,0.061856217787844975,0.0015339285714285715,0.00010192169663822908,0.0,0.0,0.0,0.0
CDCA5,0.12095023523607105,0.032043122091226665,0.0681855819287792,0.008450498054553937,0.010526655996794308,0.008263345216230155,0.0,0.0,0.0,0.0
OR4B1,0.26661083963722626,0.1972082885139748,0.0,0.06940255112325151,0.0,0.0,0.0,0.0,0.0,0.4666666666666666
OR9G1,0.02122935004114365,0.011618957547780456,0.0,0.008758698758111104,0.000611764705882353,0.0003351335201095543,0.0,0.0,0.0,0.4666666666666667
MRPS14,0.07076644898309963,0.0,0.0,0.05753146584278771,0.008285714285714287,0.0049492688545976354,0.0,0.7,0.0,0.0
USHBP1,0.1616431214191054,0.0,0.05068222222222223,0.10619077602094308,0.005652936948752685,0.0007713333831963875,0.0,0.0,0.0,0.0
INAFM1,0.18954630832813094,0.0,0.0,0.18408368548585308,0.0013000000000000002,0.0041626228422778425,0.0,0.0,0.0,0.35
OTOP1,0.1957773880994731,0.0,0.14138193333333335,0.04528924822807312,0.008088888888888889,0.004183984315844446,0.0,0.0,0.0,0.375
MTX3,0.08900975319381699,0.0,0.0,0.07947036859556456,0.005897089947089948,0.0036422946511624962,0.0,0.0,0.0,0.0
IQCG,0.1556252513235451,0.0,0.14646271002717295,0.0,0.004240058479532164,0.004922482816840009,0.0,0.0,0.0,0.0
NABP2,0.187360018127632,0.0,0.1831602052728042,0.0024417375401615533,0.0018459120435717195,0.00016421052631578948,0.0,0.0,0.0,0.0
CFAP57,0.061867163473701275,0.0,0.05568202887517148,0.004404713634676612,0.002592592592592593,0.0002984399429001631,0.0,0.0,0.0,0.0
USP54,0.16713530049585135,0.0,0.1454221373791257,0.01935798575480779,0.0018298888888888887,0.0005252884730289335,0.0,0.0,0.0,0.0
PRAMEF5,0.19746154646242628,0.0,0.1951042281527996,0.0,0.0,0.0023573183096267107,0.0,0.0,0.0,0.0
IFIT1B,0.17613178729722773,0.0,0.1665198463356974,0.0077581174235711705,0.0002723404255319149,0.0015814831124272464,0.0,0.0,0.0,0.0
ZNF629,0.1915917007978904,0.0,0.19083699999999998,0.0,0.0,0.0007547007978904714,0.0,0.0,0.0,0.0
GNL1,0.1179131930596234,0.0,0.08204336206896552,0.032397224897896995,0.0036277183908045977,0.0006615902881631784,0.0,0.0,0.0,0.0
ZFYVE21,0.08062700014693401,0.0,0.0,0.07625764668455516,0.0035581794871794884,0.0008111739751993431,0.0,0.0,0.0,0.0
ANKRD42,0.06590671585855812,0.0,0.0,0.0629067013764547,0.0020800000000000003,0.0009200144821034117,0.0,0.0,0.0,0.1
BIRC7,0.04970733054534411,0.0,0.0,0.000510906512520725,0.04903444411409663,0.0004838842756419998,0.0,0.5500000000000002,0.0,0.0
GTPBP8,0.15551075070268575,0.0,0.0,0.15551075070268575,0.0,0.0,0.0,0.0,0.0,0.0
SAMD1,0.03654635223230278,0.0,0.0,0.022820426306376856,0.013725925925925926,0.0,0.0,0.0,0.0,0.0
CELF2-DT,0.12672000000000005,0.0,0.0,0.0,0.0,0.12672000000000005,0.0,0.0,0.0,0.0
AC106733.1,0.11682000000000002,0.0,0.0,0.0,0.0,0.11682000000000002,0.0,0.0,0.0,0.0
C6orf52,0.07715741793314616,0.0,0.0,0.07715741793314616,0.0,0.0,0.0,0.0,0.0,0.0
AL049835.1,0.07148393161070049,0.0,0.0,0.0,0.0,0.07148393161070049,0.0,0.0,0.0,0.0
AC012464.2,0.10692000000000004,0.0,0.0,0.0,0.0,0.10692000000000004,0.0,0.0,0.0,0.0
LHFPL3-AS1,0.05582179336452569,0.0,0.0,0.0,0.0,0.05582179336452569,0.0,0.0,0.0,0.0
FITM1,0.04867742742840173,0.0,0.0,0.0,0.04867742742840173,0.0,0.0,0.0,0.0,0.35
TSPY1,0.031179589422581783,0.0,0.0,0.0,0.031179589422581783,0.0,0.0,0.0,0.0,0.0
TMEM220,0.026024061339972024,0.0,0.0,0.0064614852890372285,0.004450347222222223,0.015510237250795844,0.0,0.0,0.0,0.35
LINC02541,0.02647568093844255,0.0,0.0,0.0,0.0,0.02647568093844255,0.0,0.0,0.0,0.0
AC010609.1,0.04800860970867147,0.0,0.0,0.0,0.0,0.04800860970867147,0.0,0.0,0.0,0.0
AC006013.1,0.10046000000000001,0.0,0.0,0.0,0.0,0.10046000000000001,0.0,0.0,0.0,0.0
MIR2052HG,0.06994317660762459,0.0,0.0,0.0,0.0,0.06994317660762459,0.0,0.0,0.0,0.0
DHX33,0.0402555613109313,0.0,0.0,0.009380051400512457,0.030875509910418857,0.0,0.0,0.0,0.0,0.0
AL023584.2,0.05335813145503805,0.0,0.0,0.0,0.0,0.05335813145503805,0.0,0.0,0.0,0.0
SPANXA2,0.030545037334203575,0.0,0.0,0.0,0.030545037334203575,0.0,0.0,0.0,0.0,0.0
AC020910.6,0.08036,0.0,0.0,0.0,0.0,0.08036,0.0,0.0,0.0,0.0
LINC01563,0.07840000000000001,0.0,0.0,0.0,0.0,0.07840000000000001,0.0,0.0,0.0,0.0
CHMP1B,0.02735500027611713,0.0,0.0,0.009644461795687677,0.012769444444444446,0.0049410940359850145,0.0,0.0,0.0,0.7
TCF4-AS2,0.06035995049973311,0.0,0.0,0.0,0.0,0.06035995049973311,0.0,0.0,0.0,0.0
LINC01630,0.04688252544884406,0.0,0.0,0.0,0.0,0.04688252544884406,0.0,0.0,0.0,0.0
AC011632.2,0.07128,0.0,0.0,0.0,0.0,0.07128,0.0,0.0,0.0,0.0
UPRT,0.029553379344103976,0.0,0.0,0.0,0.029219728496371018,0.0003336508477329565,0.0,0.0,0.0,0.0
COPS9,0.046945930680524786,0.0,0.0,0.04522706270217895,0.0026400000000000004,0.0010588679783458306,0.0,0.0,0.0,0.0
IGFBP7-AS1,0.045934730782330783,0.0,0.0,0.0,0.0,0.045934730782330783,0.0,0.0,0.0,0.0
AC013269.2,0.05560071822224719,0.0,0.0,0.0,0.0,0.05560071822224719,0.0,0.0,0.0,0.0
EID2B,0.02545295442229914,0.0,0.0,0.013437194749712944,0.0,0.012015759672586198,0.0,0.0,0.0,0.0
AL589765.6,0.04829245375750298,0.0,0.0,0.0,0.0,0.04829245375750298,0.0,0.0,0.0,0.0
PMS2P2,0.033002380952380964,0.0,0.0,0.0,0.033002380952380964,0.0,0.0,0.0,0.0,0.0
SOCS2-AS1,0.02975612355672538,0.0,0.0,0.0,0.0,0.02975612355672538,0.0,0.0,0.0,0.0
AC099521.2,0.017363792761189427,0.0,0.0,0.0,0.0,0.017363792761189427,0.0,0.0,0.0,0.0
AC104012.1,0.040749118226776654,0.0,0.0,0.0,0.0,0.040749118226776654,0.0,0.0,0.0,0.0
RN7SKP289,0.03831066781420003,0.0,0.0,0.0,0.0,0.03831066781420003,0.0,0.0,0.0,0.0
AC135584.1,0.02594680373469457,0.0,0.0,0.0,0.0,0.02594680373469457,0.0,0.0,0.0,0.0
AC068389.1,0.03247734344403674,0.0,0.0,0.0,0.0,0.03247734344403674,0.0,0.0,0.0,0.0
AC012368.2,0.029946083801340742,0.0,0.0,0.0,0.0,0.029946083801340742,0.0,0.0,0.0,0.0
IGKV3OR2-268,0.013161435542030649,0.0,0.0,0.0,0.0,0.013161435542030649,0.0,0.0,0.0,0.3499999999999999
LINC02068,0.01596303015367077,0.0,0.0,0.0,0.0,0.01596303015367077,0.0,0.0,0.0,0.0
AC092192.1,0.01462466233127845,0.0,0.0,0.0,0.0,0.01462466233127845,0.0,0.0,0.0,0.0
LINC00354,0.02009443212233529,0.0,0.0,0.0,0.0,0.02009443212233529,0.0,0.0,0.0,0.0
PDE11A-AS1,0.014635295936184772,0.0,0.0,0.0,0.0,0.014635295936184772,0.0,0.0,0.0,0.0
LINC02293,0.015239205926564326,0.0,0.0,0.0,0.0,0.015239205926564326,0.0,0.0,0.0,0.0
AP000550.2,0.016541818543086964,0.0,0.0,0.0,0.0,0.016541818543086964,0.0,0.0,0.0,0.0
AC012360.1,0.01565311097402969,0.0,0.0,0.0,0.0,0.01565311097402969,0.0,0.0,0.0,0.0
AC025674.2,0.008794120059980455,0.0,0.0,0.0,0.0,0.008794120059980455,0.0,0.0,0.0,0.0
BTF3L4,0.012223816096909744,0.0,0.0,0.0,0.0,0.012223816096909744,0.0,0.0,0.0,0.0
AC112907.1,0.013140415532130035,0.0,0.0,0.0,0.0,0.013140415532130035,0.0,0.0,0.0,0.0
CXorf38,0.010570150689872672,0.0,0.0,0.0,0.0,0.010570150689872672,0.0,0.0,0.0,0.0
SCYGR1,0.0116,0.0,0.0,0.0,0.0116,0.0,0.0,0.0,0.0,0.0
AC022098.3,0.010212299038938015,0.0,0.0,0.0,0.0,0.010212299038938015,0.0,0.0,0.0,0.0
ETDA,0.0104,0.0,0.0,0.0,0.0104,0.0,0.0,0.0,0.0,0.0
LINGO3,0.007733333333333334,0.0,0.0,0.0,0.007733333333333334,0.0,0.0,0.0,0.0,0.325
AC036108.2,0.007510063504581361,0.0,0.0,0.0,0.0,0.007510063504581361,0.0,0.0,0.0,0.0
AC073862.3,0.009902656417005459,0.0,0.0,0.0,0.0,0.009902656417005459,0.0,0.0,0.0,0.0
AC092687.1,0.007153129039718645,0.0,0.0,0.0,0.0,0.007153129039718645,0.0,0.0,0.0,0.0
ZNF511,0.004812901588032699,0.0,0.0,0.0,0.004200000000000001,0.0021129015880327,0.0,0.0,0.0,0.0
PMS2,0.4615696199424778,0.07563164653403298,0.045126726554256334,0.14489976411049546,0.018713383620076383,1.0307787963913535e-05,0.3727497484207158,0.7000000000000002,0.0,0.65
HPS4,0.22073473012732994,0.0,0.1255259239969136,0.09616488562896848,0.006543653515714153,0.0006803865508305741,0.0,0.0,0.0,0.0
FRAS1,0.17503593682145568,0.0,0.13722538212108118,0.04477539801883308,0.00256952782223908,0.0015209483605153145,0.0,0.0,0.0,0.4499999999999999
PIGO,0.2922354398750131,0.0,0.10044294858075893,0.1939022354590587,0.009547193389408766,0.0,0.0,0.0,0.0,0.3499999999999999
ERCC6L2,0.1841491331202551,0.0,0.0,0.17759919918632114,0.00763521921921922,0.0,0.0,0.0,0.0,0.0
CNTNAP1,0.2099460372337708,0.01862543380766421,0.15313865167277668,0.038691231794615526,0.010170236999870932,0.00033520487555763683,0.0,0.0,0.0,0.35000000000000003
FZD4,0.19784897598060344,0.03139482900583953,0.07765305575582086,0.08944387181989563,0.015417391575360226,0.0014876714370314545,0.0,0.7000000000000002,0.0,0.45
RAG2,0.19859735568701994,0.023175949289241042,0.12312107764132907,0.06483049020283373,0.011895282748847671,0.0,0.0,0.0,0.0,0.0
CLCN7,0.2502612956124588,0.009793901098883815,0.20486600970502591,0.04626298759734527,0.005557787496561718,5.6568465892258947e-05,0.0,0.0,0.0,0.35000000000000003
EPB42,0.17532933199984913,0.0,0.12762726042281675,0.05438199765109397,0.00944356551173843,0.002305241077199305,0.0,0.0,0.0,0.3499999999999999
MYOT,0.3331440844072853,0.0,0.0,0.2866207206459085,0.02048398105984465,0.0009135141328157873,0.037037037037037035,0.0,0.0,0.5
GLE1,0.216735690934842,0.0,0.0,0.1968743485900072,0.025802287946940897,0.00013552608653834015,0.0,0.6999999999999998,0.0,0.0
RBBP8,0.2255180333264589,0.09219700992803503,0.0,0.11695062138052728,0.015296667604937269,0.0007648906071751843,0.018072289156626502,0.0,0.0,0.0
IDH3A,0.2604832317036649,0.03838172895622896,0.18595191678838985,0.0475416745651852,0.00450914712506776,0.0011339791840078045,0.0,0.7000000000000002,0.0,0.0
POLG2,0.28088959742560043,0.0,0.1607688734539072,0.12981032212647264,0.0075225678561690905,0.0,0.0,0.55,0.0,0.0
NACC1,0.19133691952981272,0.0,0.0920492819505122,0.10008596521560792,0.011143709240911051,3.4268641445068825e-05,0.0,0.0,0.0,0.0
PYCR2,0.20019503818596585,0.0,0.13646645022300274,0.0625,0.005961921296296298,0.0,0.0,0.0,0.0,0.0
TMLHE,0.4512686183895293,0.0,0.0,0.4444444444444444,0.015760055996527425,0.0003908406117514986,0.0,0.0,0.0,0.0
NTNG2,0.16170528935743952,0.016847391830119775,0.013653267326732674,0.12541921436781445,0.0037291305426461006,0.003216609724095377,0.0,0.3500000000000001,0.0,0.5666666666666667
PPP2R5B,0.3055766390727805,0.2728630650710173,0.0,0.0256356831976316,0.008314374999999999,0.0008667796930205402,0.0,0.0,0.0,0.0
CADM3,0.0935931869236578,0.038333261291609716,0.010768065025252526,0.03474961324802302,0.002986442858252303,0.0013500162598362325,0.017045454545454544,0.0,0.0,0.4666666666666667
KCNJ8,0.23895326343442044,0.016460079747902426,0.1302254564450917,0.04824351047489588,0.0040303589632874745,0.0038295212375405578,0.0,0.6499999999999999,0.0,0.5
COL8A1,0.2193451249789176,0.03192559960955452,0.03332751692905734,0.1352852473793059,0.013732184494200626,0.013498997188164157,0.0,0.0,0.0,0.4666666666666667
SLC16A9,0.15489235730587814,0.0,0.0,0.1496402678000034,0.004478839336693911,0.0036444846516947844,0.0,0.0,0.0,0.375
GSDMC,0.6263326818328405,0.0,0.0020625,0.6166486126850971,0.004469069611539345,0.005618728238652397,0.0,0.0,0.0,0.35
NDUFC2,0.4712973409981361,0.0,0.0,0.0018196333060290085,0.004107233579629981,0.00011411764705882356,0.0,0.85,0.0,0.5000000000000001
PIGG,0.3486275468271574,0.0,0.0,0.33753627600769204,0.009220370370370372,0.0053079374861321185,0.0,0.0,0.0,0.35000000000000003
TDRKH,0.2089689870003044,0.02720753646054796,0.15249985287703846,0.028188792795970526,0.0043822413793103455,0.0015616950494349588,0.0,0.0,0.0,0.0
ZP4,0.06298784959505123,0.02914869529500264,0.0,0.020727712508734,0.0044160969676006,0.0006040677966101692,0.00847457627118644,0.0,0.0,0.4666666666666666
NUDT3,0.15913056385893554,0.0,0.0,0.15390147891600442,0.005030224715602524,0.00019886022732863647,0.0,0.7000000000000003,0.0,0.0
IGHV3-13,0.15248973251296866,0.125,0.0,0.0,0.0005,0.026989732512968673,0.0,0.0,0.0,0.3499999999999999
RPL10A,0.2333675762426633,0.1715520897404235,0.0,0.060092409579162925,0.0017230769230769233,0.0,0.0,0.6749999999999999,0.0,0.9000000000000001
SDR16C5,0.15867029445978173,0.0,0.0,0.1362719295924586,0.0004588235294117647,0.0221160119261466,0.0,0.0,0.0,0.5000000000000001
AP1G1,0.2089284496810278,0.014288433625103824,0.18583943358738386,0.008013010070454784,0.0007408536585365857,4.671873954874682e-05,0.0,0.0,0.0,0.7000000000000002
TMEM108,0.2020539658080289,0.0,0.07152399999999999,0.1257245243113074,0.002804417777777778,0.0020010237189437108,0.0,0.0,0.0,0.2833333333333333
YWHAQ,0.22392550298442115,0.05089601264151879,0.06852839638226525,0.09600111675241756,0.009308793012913574,0.0017494985317107325,0.0,0.3999999999999998,0.0,0.0
GTDC1,0.1870205095037858,0.0,0.0,0.1861166633499396,0.0009615384615384617,0.0,0.0,0.0,0.0,0.0
TECTB,0.2021382963589316,0.0218152124979756,0.06137964784196315,0.11608957379165676,0.0031948717948717953,0.0006128365863104525,0.0,0.0,0.0,0.525
CABP1,0.1645853666159616,0.0,0.0811633369431705,0.07046166894139436,0.004969080687830688,0.009328408019756512,0.0,0.3999999999999999,0.0,0.675
ETV7,0.10042114687557747,0.0,0.0,0.08008578880911782,0.014831761802142018,0.005627112935310344,0.0,0.0,0.0,0.0
PHLPP2,0.18047948516005524,0.12385850011204246,0.0,0.041675054107702544,0.03225135896041866,0.0029826540522019857,0.0,0.0,0.0,0.3999999999999999
GPR176,0.1280454323452355,0.0,0.040305714285714285,0.07291687952007153,0.001742857142857143,0.013079981396592557,0.0,0.29999999999999993,0.0,0.4666666666666666
ENPP6,0.25180715560432576,0.09389775888690943,0.0,0.13704394581525225,0.0009217391304347829,0.02025830635375047,0.0,0.0,0.0,0.5666666666666665
SLC25A33,0.16846193487817154,0.0,0.0,0.16404440612704665,0.004016666666666668,0.0004008620844582719,0.0,0.0,0.0,0.35000000000000003
PPM1A,0.10179150220601453,0.04129950368089482,0.0,0.04103749535028257,0.02111246826531064,0.0008521048749840358,0.0,0.3999999999999999,0.0,0.65
H2AZ2,0.2870860810399181,0.10485128380369736,0.0,0.17487589777474513,0.0076354298245614035,0.0020829367421773045,0.0,0.0,0.0,0.0
PPP4R1,0.1766812627179363,0.0,0.03329066666666667,0.12716682502241045,0.0135401339170236,0.0026836371118356,0.0,0.0,0.0,0.0
PLXNB1,0.14425277390041394,0.08460905555668148,0.02658619226190477,0.01748920348719275,0.02464005446194769,0.0009109068420911744,0.0,0.55,0.0,0.5666666666666667
CBX3,0.14676812444294565,0.027866174454554686,0.032999052361457865,0.0662146724264307,0.02344351556972568,0.001002179092309594,0.0,0.0,0.0,0.0
CCDC74A,0.2769592000365257,0.0,0.0,0.2744258667031924,0.0025333333333333328,0.0,0.0,0.0,0.0,0.0
ZBED9,0.13345320897231,0.0,0.0,0.12005489764077698,0.011394493464052288,0.002003817867480717,0.0,0.0,0.0,0.0
PCMTD2,0.2445444535103884,0.0,0.0,0.2366235566088089,0.0,0.007920896901579459,0.0,0.0,0.0,0.0
PGBD1,0.1650640206141031,0.0,0.04562271317829458,0.1189389657045424,0.0008651808785529716,0.0,0.0,0.0,0.0,0.0
EME1,0.16029048431480095,0.0747010247973888,0.08141981944444446,0.002089019306004048,0.0074671363402233374,0.00568341245052284,0.0,0.0,0.0,0.0
ZDHHC21,0.17978832353124208,0.0,0.1167013777777778,0.058510441472107134,0.00334,0.001454004281357139,0.0,0.0,0.0,0.5666666666666667
C11orf45,0.22285190352818868,0.0,0.0,0.2198601363471534,0.0,0.002991767181035269,0.0,0.0,0.0,0.45
N4BP2L1,0.17110223950840145,0.0,0.0,0.16273590298576487,0.0035990740740740744,0.007841300567686579,0.0,0.0,0.0,0.0
DOCK11,0.06133360044066893,0.0256059305602187,0.018618594288078816,0.0,0.016969681924115396,0.0020892196222662,0.0,0.0,0.0,0.0
WIPF2,0.19403746745795164,0.12113171238326692,0.0,0.0710614755232301,0.007013972222222224,0.0002032222408769488,0.0,0.0,0.0,0.6500000000000001
DPP9,0.13678588422261906,0.0,0.1171310859842879,0.00812810877474343,0.011940333167239166,9.648826972199744e-05,0.0,0.55,0.0,0.0
XPO7,0.046088996143961405,0.0,0.0,0.04465672131269121,0.001445217391304348,0.0,0.0,0.0,0.0,0.0
SERTAD3,0.1865852921222894,0.0,0.09927202533333336,0.07965420283377171,0.007393955555555556,0.00026510839962888577,0.0,0.0,0.0,0.0
TEX46,0.2625461860564597,0.0,0.0,0.2625461860564597,0.0,0.0,0.0,0.0,0.0,0.3499999999999999
TGS1,0.1232045478777073,0.020782628864254298,0.0,0.09657099517062306,0.008633928571428574,0.0005093563814954208,0.0,0.55,0.0,0.0
TAS2R3,0.2249225634954448,0.17504798725162088,0.0,0.01868325242629418,0.005023076923076923,0.0325005545867605,0.0,0.0,0.0,0.5
FAM133B,0.2651722744370354,0.0,0.0,0.26315060777036875,0.0021066666666666677,0.0,0.0,0.0,0.0,0.0
OR52E6,0.3346363861884117,0.2666507941509723,0.0,0.06798559203743934,0.0,0.0,0.0,0.0,0.0,0.4666666666666667
OR5D14,0.3412688116178397,0.25648152479981223,0.0,0.0847872868180275,0.0,0.0,0.0,0.0,0.0,0.4666666666666667
OR52E4,0.26391706232038936,0.2376543498665415,0.0,0.02060337116320928,0.005173333333333335,0.001944031829221118,0.0,0.0,0.0,0.4666666666666666
